Iteration;Decisions;Reward Total;Time;ShortestPickupTime;LongestPickupTime;AveragePickupTime;ShortestDropoffTime;LongestDropoffTime;AverageDropoffTime;TotalPickups;TotalDropoffs;Reward Drop off;Reward Pick up;Reward Same Location;Reward Leftover;Bad Destination
18;14;-7676.112;0;82.33334;82.33334;11.76191;97.16669;97.16669;19.43334;7;5;250;140;-4000;-1066.112;-3000
19;11;-7220.962;0;279.9999;279.9999;31.1111;160.9998;160.9998;40.24996;9;4;200;180;-4000;-600.9622;-3000
20;12;-9428.862;0;63.66668;63.66668;7.958334;261;261;37.28571;8;7;350;160;-6000;-938.8627;-3000
21;11;-13214.43;0;79.99995;79.99995;15.99999;42.49995;42.49995;42.49995;5;1;50;100;-8000;-1364.431;-4000
22;10;-6363.794;0;270.6667;270.6667;27.06668;143.1665;143.1665;47.72217;10;3;150;200;-4000;-713.7943;-2000
23;13;-8951.644;0;251.0001;251.0001;27.8889;130.1667;130.1667;21.69445;9;6;300;180;-6000;-431.645;-3000
24;13;-9214.724;0;176.0001;176.0001;17.60001;81.16668;81.16668;20.29167;10;4;200;200;-6000;-614.7236;-3000
25;12;-4716.294;0;240.6667;240.6667;21.87879;111.1667;111.1667;22.23334;11;5;250;220;-2000;-686.2939;-2500
26;11;-1706.025;0;173.6667;173.6667;17.36667;244.0001;244.0001;34.85716;10;7;350;200;0;-756.0248;-1500
27;17;-17384.63;0;195.6666;195.6666;24.45832;52.16666;52.16666;17.38889;8;3;150;160;-12000;-694.6302;-5000
28;12;-7641.239;0;276.6664;276.6664;27.66664;122.9999;122.9999;30.74997;10;4;200;200;-4000;-1041.24;-3000
29;15;-13690.9;0;152.3333;152.3333;30.46665;112.1666;112.1666;37.38888;5;3;150;100;-8000;-940.9015;-5000
30;13;-7343.898;0;250.6666;250.6666;31.33332;133.9999;133.9999;33.49998;8;4;200;160;-4000;-1203.899;-2500
31;16;-6749.526;0;238.9999;238.9999;21.72727;158.4999;158.4999;26.41665;11;6;300;220;-4000;-769.5256;-2500
32;12;-4952.953;0;148.6666;148.6666;18.58333;131.1666;131.1666;32.79165;8;4;200;160;-2000;-812.9523;-2500
33;15;-8631.446;0;158.6667;158.6667;12.20513;233.6666;233.6666;38.94444;13;6;300;260;-6000;-691.4453;-2500
34;15;-7570.631;0;198.6666;198.6666;22.07407;153.9999;153.9999;30.79997;9;5;250;180;-4000;-1000.631;-3000
35;15;-9735.17;0;317.3333;317.3333;26.44444;264.4999;264.4999;33.06248;12;8;400;240;-6000;-375.1694;-4000
36;17;-14667.92;0;236.6668;236.6668;19.72223;140.6666;140.6666;35.16666;12;4;200;240;-10000;-1107.916;-4000
37;16;-6101.579;0;224.6667;224.6667;20.42425;173.3332;173.3332;34.66665;11;5;250;220;-4000;-571.5787;-2000
38;18;-16051.17;0;191;191;17.36363;244.5;244.5;27.16666;11;9;450;220;-12000;-221.1718;-4500
39;17;-13094.82;0;337.9998;337.9998;28.16665;283.6664;283.6664;40.52378;12;7;350;240;-8000;-684.8212;-5000
40;10;-1389.188;0;267;267;29.66667;186.8333;186.8333;31.13889;9;6;300;180;0;-869.1878;-1000
41;16;-6829.772;0;367.9999;367.9999;28.30769;327.6665;327.6665;40.95832;13;8;400;260;-4000;-489.7718;-3000
42;16;-14524.61;0;277.6667;277.6667;19.83334;291.3334;291.3334;29.13334;14;10;500;280;-12000;-804.607;-2500
43;17;-13504.73;0;382.9998;382.9998;34.81816;104.3333;104.3333;34.77777;11;3;150;220;-8000;-874.7267;-5000
44;16;-13576.67;0;270.6666;270.6666;30.07407;183.3335;183.3335;45.83337;9;4;200;180;-8000;-956.6736;-5000
45;14;-9066.181;0;496.333;496.333;35.45235;410.8329;410.8329;41.08329;14;10;500;280;-6000;-346.1799;-3500
46;17;-13641.35;0;385.9998;385.9998;32.16665;331.6663;331.6663;47.38089;12;7;350;240;-8000;-731.3475;-5500
47;14;-7617.724;0;194;194;13.85715;373.6664;373.6664;41.51849;14;9;450;280;-6000;-847.7236;-1500
48;14;-6336.527;0;382.0001;382.0001;34.72728;332.8334;332.8334;47.54763;11;7;350;220;-2000;-906.5266;-4000
49;13;-8082.802;0;314.9999;314.9999;39.37499;275.1664;275.1664;45.86107;8;6;300;160;-4000;-1042.802;-3500
50;16;-3434.664;0;203.9999;203.9999;22.66666;165;165;32.99999;9;5;250;180;0;-864.6638;-3000
51;17;-9718.273;0;363.6665;363.6665;24.24443;325.9998;325.9998;40.74997;15;8;400;300;-6000;-418.2745;-4000
52;14;-8450.537;0;207.3333;207.3333;23.03703;189.4999;189.4999;37.89998;9;5;250;180;-4000;-880.538;-4000
53;18;-14729.76;0;347.9999;347.9999;26.76922;226.3334;226.3334;37.72224;13;6;300;260;-10000;-789.7564;-4500
54;15;-6714.844;0;287.9999;287.9999;23.99999;347.8332;347.8332;38.64813;12;9;450;240;-4000;-404.8439;-3000
55;14;-2816.584;0;353.3333;353.3333;29.44444;304;304;38;12;8;400;240;0;-956.5839;-2500
56;15;-5583.818;0;262.9998;262.9998;23.90907;266.9998;266.9998;38.14282;11;7;350;220;-2000;-653.8176;-3500
57;20;-14936.18;0;390.6665;390.6665;30.05127;286.1665;286.1665;35.77081;13;8;400;260;-10000;-596.1807;-5000
58;18;-16153.47;0;557.0001;557.0001;37.13334;405.4998;405.4998;45.05553;15;9;450;300;-12000;-403.4718;-4500
59;17;-7977.314;0;500;500;33.33333;432.4998;432.4998;43.24998;15;10;500;300;-4000;-777.3136;-4000
60;18;-9331.966;0;310.3333;310.3333;20.68888;333.9999;333.9999;30.36362;15;11;550;300;-6000;-681.9652;-3500
61;17;-7430.132;0;388.0002;388.0002;27.7143;271.5002;271.5002;33.93752;14;8;400;280;-4000;-610.1321;-3500
62;20;-13119.82;0;251.6666;251.6666;16.77777;422.3333;422.3333;35.19445;15;12;600;300;-8000;-519.8222;-5500
63;17;-15745.34;0;120.6667;120.6667;15.08333;236.4998;236.4998;47.29995;8;5;250;160;-10000;-1155.345;-5000
64;23;-18794.7;0;109.6666;109.6666;10.96666;254.8333;254.8333;36.40476;10;7;350;200;-12000;-1344.701;-6000
65;16;-5005.472;0;435.3335;435.3335;36.27779;233.8333;233.8333;33.40475;12;7;350;240;-2000;-595.4713;-3000
66;18;-10620.57;0;361.6664;361.6664;30.13887;424.4998;424.4998;53.06247;12;8;400;240;-6000;-760.5718;-4500
67;21;-21327.54;0;452.3331;452.3331;32.30951;298.8333;298.8333;37.35416;14;8;400;280;-16000;-1007.541;-5000
68;16;-5952.004;0;437.6667;437.6667;27.35417;494.9997;494.9997;35.35712;16;14;700;320;-4000;-472.0038;-2500
69;19;-14974.74;0;494.6666;494.6666;41.22222;534.9998;534.9998;48.63635;12;11;550;240;-10000;-764.7411;-5000
70;19;-12400.98;0;521.3331;521.3331;32.58332;461.3328;461.3328;51.2592;16;9;450;320;-8000;-670.9811;-4500
71;18;-14032.57;0;404.9999;404.9999;33.74999;417.9996;417.9996;46.4444;12;9;450;240;-10000;-722.5666;-4000
72;17;-6101.695;0;657.9998;657.9998;31.33332;677.8328;677.8328;42.36455;21;16;800;420;-4000;-321.6956;-3000
73;18;-16473.88;0;611.9998;611.9998;26.60868;542.3328;542.3328;45.1944;23;12;600;460;-12000;-1033.881;-4500
74;17;-10623.36;0;686.3331;686.3331;42.89582;644.9994;644.9994;53.74995;16;12;600;320;-8000;-543.3628;-3000
75;21;-12917.21;0;487.3331;487.3331;32.48887;380.8332;380.8332;47.60415;15;8;400;300;-8000;-617.2082;-5000
76;19;-14287.95;0;458.3332;458.3332;32.73809;418.833;418.833;41.8833;14;10;500;280;-8000;-1067.946;-6000
77;23;-15992.3;0;345.0001;345.0001;20.29412;653.1663;653.1663;50.24356;17;13;650;340;-10000;-1482.298;-5500
78;21;-13912.46;0;306;306;21.85714;433.0001;433.0001;39.36365;14;11;550;280;-10000;-1242.462;-3500
79;19;-6275.218;0;474.6664;474.6664;29.66665;444.3333;444.3333;40.39393;16;11;550;320;-4000;-645.2179;-2500
80;22;-17865.76;0;513;513;36.64286;591.5004;591.5004;53.77276;14;11;550;280;-12000;-1195.76;-5500
81;22;-5260.278;0;372.3332;372.3332;21.90195;468.4998;468.4998;39.04165;17;12;600;340;-2000;-700.2778;-3500
82;19;-6321.081;0;641.6664;641.6664;32.08332;568.9999;568.9999;40.64285;20;14;700;400;-4000;-421.0807;-3000
83;27;-22730.32;0;619.9999;619.9999;30.99999;719.333;719.333;39.96294;20;18;900;400;-16000;-530.3179;-7500
84;31;-31490.42;0;382.3333;382.3333;25.48888;569.6664;569.6664;43.82049;15;13;650;300;-22000;-940.4135;-9500
85;26;-17865.18;0;333.6666;333.6666;19.62745;597.6664;597.6664;42.69046;17;14;700;340;-12000;-1405.186;-5500
86;14;-12050.49;0;61.33335;61.33335;15.33334;28.00002;28.00002;28.00002;4;1;50;80;-6000;-1180.495;-5000
87;27;-15459.65;0;622.3331;622.3331;34.57406;520.3329;520.3329;40.02561;18;13;650;360;-8000;-469.6526;-8000
88;22;-7228.324;0;463.9999;463.9999;22.09523;679.0005;679.0005;42.43753;21;16;800;420;-4000;-448.3247;-4000
89;15;-15015.24;0;21.66667;21.66667;7.222223;0;0;NaN;3;0;0;60;-8000;-1075.238;-6000
90;25;-10537.5;0;505.9999;505.9999;22;555.3331;555.3331;37.02221;23;15;750;460;-6000;-747.4965;-5000
91;25;-15959.77;0;595.6665;595.6665;25.89854;728.3329;728.3329;40.46294;23;18;900;460;-12000;-319.7672;-5000
92;12;-4107.342;0;110.3334;110.3334;15.76191;23.16669;23.16669;23.16669;7;1;50;140;0;-1297.342;-3000
93;21;-12233.03;0;680.6664;680.6664;30.93938;643.8329;643.8329;42.9222;22;15;750;440;-8000;-923.0352;-4500
94;27;-14671.9;0;656.9995;656.9995;26.27998;1003.499;1003.499;47.78568;25;21;1050;500;-10000;-221.8973;-6000
95;9;-2294.115;0;156;156;22.28571;143.5;143.5;47.83334;7;3;150;140;0;-584.1157;-2000
96;24;-15514.19;0;725.9997;725.9997;26.88888;871.4996;871.4996;45.8684;27;19;950;540;-12000;-504.1869;-4500
97;23;-12639;0;605.3331;605.3331;30.26666;711.1661;711.1661;39.50923;20;18;900;400;-8000;-938.9994;-5000
98;15;-15827.82;0;248.3334;248.3334;31.04168;75.00001;75.00001;37.5;8;2;100;160;-10000;-1087.819;-5000
99;28;-16382.84;0;796.6664;796.6664;34.63767;782.8329;782.8329;43.49072;23;18;900;460;-10000;-742.8397;-7000
100;25;-7021.308;0;403.3334;403.3334;18.33334;682.6666;682.6666;34.13333;22;20;1000;440;-4000;-961.3066;-3500
101;23;-8682.842;0;621.3329;621.3329;31.06664;613.8329;613.8329;47.21792;20;13;650;400;-4000;-1232.842;-4500
102;29;-25935.46;0;841.9998;841.9998;36.60868;568.3331;568.3331;43.71793;23;13;650;460;-18000;-1045.461;-8000
103;27;-15955.04;0;732.9998;732.9998;30.54166;713.3331;713.3331;41.96077;24;17;850;480;-12000;-785.0447;-4500
104;26;-12406.38;0;599.6666;599.6666;35.27451;713.5;713.5;50.96429;17;14;700;340;-6000;-1446.381;-6000
105;12;-8612.996;0;114;114;19;77.83332;77.83332;38.91666;6;2;100;120;-4000;-832.9946;-4000
106;21;-5241.863;0;568.9998;568.9998;23.70832;733.3329;733.3329;43.13723;24;17;850;480;-2000;-571.8624;-4000
107;23;-12712.22;0;500.9999;500.9999;25.04999;584.1664;584.1664;41.72617;20;14;700;400;-10000;-812.2203;-3000
108;19;-14674.36;0;232;232;29;105;105;26.25001;8;4;200;160;-8000;-1034.355;-6000
109;13;-15523.64;0;154.6667;154.6667;17.18519;37.16667;37.16667;18.58333;9;2;100;180;-10000;-1803.637;-4000
110;26;-12649.91;0;972.6664;972.6664;40.52777;1198.833;1198.833;54.49239;24;22;1100;480;-8000;-229.9116;-6000
111;29;-9438.106;0;448;448;21.33333;580.1666;580.1666;34.12745;21;17;850;420;-6000;-708.1073;-4000
112;13;-6349.429;0;373.3332;373.3332;28.71794;276.6666;276.6666;39.5238;13;7;350;260;-4000;-459.429;-2500
113;20;-13935.85;0;192.3333;192.3333;21.37036;96.33333;96.33333;24.08333;9;4;200;180;-8000;-815.8512;-5500
114;14;-10219.96;0;106.3334;106.3334;15.19048;147.5;147.5;36.87499;7;4;200;140;-6000;-1059.959;-3500
115;15;-7782.323;0;214.6665;214.6665;26.83332;217.4999;217.4999;43.49998;8;5;250;160;-4000;-1192.323;-3000
116;32;-23516.4;0;624.0002;624.0002;27.13044;936.1669;936.1669;49.27194;23;19;950;460;-18000;-426.399;-6500
117;21;-1924.021;0;722.3334;722.3334;24.90805;990.6664;990.6664;43.07245;29;23;1150;580;-2000;-654.0207;-1000
118;14;-12494.96;0;86.66663;86.66663;21.66666;32.33335;32.33335;32.33335;4;1;50;80;-6000;-1124.961;-5500
119;16;-12994.83;0;302.6667;302.6667;33.62963;144.6666;144.6666;28.93332;9;5;250;180;-8000;-924.8303;-4500
120;15;-6015.166;0;481.6664;481.6664;28.33332;596.3328;596.3328;49.6944;17;12;600;340;-4000;-455.1657;-2500
121;18;-13392.14;0;270.3331;270.3331;27.03331;175.8331;175.8331;43.95828;10;4;200;200;-8000;-792.1387;-5000
122;18;-18552.88;0;171.3333;171.3333;21.41666;150.3333;150.3333;37.58331;8;4;200;160;-12000;-912.8798;-6000
123;28;-11950.68;0;700.3333;700.3333;26.93589;690.5;690.5;43.15625;26;16;800;520;-8000;-770.6811;-4500
124;20;-12125.09;0;219.3333;219.3333;16.87179;288.9997;288.9997;36.12497;13;8;400;260;-8000;-785.0846;-4000
125;12;-5840.025;0;115.6666;115.6666;14.45833;196.4998;196.4998;39.29997;8;5;250;160;-4000;-750.0245;-1500
126;15;-9293.867;0;226.3332;226.3332;22.63332;143.8333;143.8333;28.76666;10;5;250;200;-6000;-743.866;-3000
127;15;-8861.217;0;172.3334;172.3334;21.54167;182.3333;182.3333;45.58333;8;4;200;160;-6000;-721.2156;-2500
128;18;-11428.72;0;330.9999;330.9999;18.38888;638.833;638.833;53.23608;18;12;600;360;-8000;-388.7191;-4000
129;14;-12137.19;0;139.6666;139.6666;15.51851;119.6666;119.6666;29.91665;9;4;200;180;-8000;-517.1885;-4000
130;31;-18093.94;0;911.3328;911.3328;33.75307;798.9998;798.9998;44.38887;27;18;900;540;-12000;-533.9411;-7000
131;15;-13194.54;0;401.6665;401.6665;33.47221;167.3332;167.3332;41.83329;12;4;200;240;-8000;-1134.534;-4500
132;17;-18208.41;0;166.3333;166.3333;23.7619;158.4999;158.4999;52.83331;7;3;150;140;-12000;-998.4057;-5500
133;23;-27313.27;0;416;416;41.6;165.1665;165.1665;55.05549;10;3;150;200;-18000;-663.2729;-9000
134;33;-20918.87;0;705.3332;705.3332;30.66666;1114.166;1114.166;50.64392;23;22;1100;460;-14000;-978.8664;-7500
135;17;-5435.655;0;472.3331;472.3331;24.85963;592.9996;592.9996;45.61535;19;13;650;380;-2000;-465.6545;-4000
136;15;-7125.11;0;358.3333;358.3333;25.59523;409;409;58.42857;14;7;350;280;-4000;-755.1105;-3000
137;16;-14355.53;0;356.6665;356.6665;32.42422;93.16654;93.16654;46.58327;11;2;100;220;-8000;-1175.528;-5500
138;27;-13267.33;0;788.6666;788.6666;29.20987;1290;1290;53.75;27;24;1200;540;-10000;-507.3307;-4500
139;31;-20535.38;0;899.3329;899.3329;26.45097;1390.166;1390.166;46.33887;34;30;1500;680;-16000;-215.3839;-6500
140;17;-10931.19;0;274.6665;274.6665;30.5185;203.4998;203.4998;50.87495;9;4;200;180;-6000;-811.1927;-4500
141;15;-6887.383;0;201.6666;201.6666;20.16666;297.8331;297.8331;42.54759;10;7;350;200;-4000;-437.3826;-3000
142;17;-15949.55;0;149.0001;149.0001;18.62501;7.666668;7.666668;7.666668;8;1;50;160;-10000;-659.5497;-5500
143;15;-9280.674;0;251.3333;251.3333;19.33333;284.0002;284.0002;28.40001;13;10;500;260;-6000;-540.6733;-3500
144;11;-4278.289;0;111;111;18.50001;47.49998;47.49998;47.49998;6;1;50;120;0;-948.2892;-3500
145;16;-4864.526;0;689.6669;689.6669;45.97779;260.8334;260.8334;37.26191;15;7;350;300;-2000;-1014.527;-2500
146;30;-21292.33;0;837;837;31;1135.167;1135.167;54.05555;27;21;1050;540;-16000;-882.3268;-6000
147;14;-9482.1;0;128.3333;128.3333;21.38888;158;158;39.49999;6;4;200;120;-4000;-802.1007;-5000
148;15;-12039.54;0;611.6664;611.6664;40.77776;124.4998;124.4998;41.49995;15;3;150;300;-6000;-989.5355;-5500
149;13;-7982.069;0;153;153;17;163.3333;163.3333;40.83332;9;4;200;180;-4000;-862.0681;-3500
150;22;-21876.8;0;480;480;28.23529;566.9998;566.9998;47.24998;17;12;600;340;-16000;-816.8015;-6000
151;19;-15553.46;0;339.6667;339.6667;22.64445;299.9999;299.9999;42.85712;15;7;350;300;-10000;-703.4579;-5500
152;28;-10352.06;0;1261;1261;39.40626;1587.834;1587.834;61.07056;32;26;1300;640;-6000;-292.0616;-6000
153;20;-15901.24;0;361.3333;361.3333;30.11111;277.8334;277.8334;46.30557;12;6;300;240;-10000;-941.2393;-5500
154;16;-6578.129;0;340.6666;340.6666;26.20512;364.4998;364.4998;60.74997;13;6;300;260;-4000;-638.1287;-2500
155;13;-8813.171;0;245.9999;245.9999;35.14285;175.1664;175.1664;58.38881;7;3;150;140;-4000;-603.1703;-4500
156;16;-7825.98;0;207;207;20.7;212.1667;212.1667;35.36111;10;6;300;200;-4000;-325.9816;-4000
157;17;-13787.16;0;187.9999;187.9999;15.66666;79.1667;79.1667;19.79168;12;4;200;240;-10000;-727.1578;-3500
158;11;-5321.318;0;152.3334;152.3334;25.3889;125.6666;125.6666;41.88887;6;3;150;120;-2000;-1091.319;-2500
159;37;-27796.22;0;741.6663;741.6663;25.5747;1168.833;1168.833;44.95511;29;26;1300;580;-22000;-676.2234;-7000
160;18;-9699.009;0;462.9998;462.9998;30.86666;622.4998;622.4998;47.8846;15;13;650;300;-6000;-649.0079;-4000
161;16;-15163.43;0;576.3331;576.3331;36.02082;391.3333;391.3333;43.48147;16;9;450;320;-12000;-433.4265;-3500
162;13;-7487.317;0;191.6666;191.6666;19.16666;85.49995;85.49995;28.49998;10;3;150;200;-4000;-337.3165;-3500
163;29;-10277.93;0;837.6667;837.6667;26.17708;1194.667;1194.667;45.94871;32;26;1300;640;-8000;-217.9312;-4000
164;16;-3217.168;0;512.6667;512.6667;34.17778;297.4997;297.4997;37.18746;15;8;400;300;-2000;-417.1678;-1500
165;17;-5209.63;0;393.6665;393.6665;28.11903;480.1667;480.1667;43.65152;14;11;550;280;-2000;-539.6302;-3500
166;15;-8081.347;0;274;274;27.4;198.8333;198.8333;33.13887;10;6;300;200;-4000;-581.3469;-4000
167;39;-26651.06;0;1263.333;1263.333;38.28282;1638.833;1638.833;58.52974;33;28;1400;660;-18000;-711.0561;-10000
168;37;-24751.41;0;768.9997;768.9997;25.63332;1074.833;1074.833;42.99334;30;25;1250;600;-20000;-601.407;-6000
169;35;-18610.26;0;1050.667;1050.667;33.89247;1481.667;1481.667;54.87655;31;27;1350;620;-12000;-1080.255;-7500
170;18;-17805.86;0;128;128;12.8;243.6666;243.6666;30.45832;10;8;400;200;-14000;-405.8629;-4000
171;17;-19116.89;0;350.9999;350.9999;25.07142;216.1665;216.1665;43.2333;14;5;250;280;-14000;-646.8876;-5000
172;13;-4178.392;0;426.3332;426.3332;35.52777;300.9999;300.9999;60.19999;12;5;250;240;-2000;-668.3923;-2000
173;19;-1402.719;0;577.3333;577.3333;27.49206;898.6664;898.6664;47.29823;21;19;950;420;0;-272.7185;-2500
174;16;-5792.661;0;304.9999;304.9999;23.46153;386.9999;386.9999;42.99999;13;9;450;260;-2000;-1002.661;-3500
175;22;-17751.83;0;335.9998;335.9998;27.99998;318.6664;318.6664;39.83331;12;8;400;240;-12000;-891.8327;-5500
176;18;-7052.98;0;542.3329;542.3329;38.73806;450.833;450.833;45.0833;14;10;500;280;-4000;-832.9801;-3000
177;21;-19905.77;0;317.6666;317.6666;24.43589;492.3335;492.3335;49.23335;13;10;500;260;-14000;-665.7701;-6000
178;26;-15814.18;0;566.6666;566.6666;19.54023;936.3331;936.3331;37.45332;29;25;1250;580;-12000;-144.1821;-5500
179;10;-8022.088;0;225;225;32.14285;111.1667;111.1667;37.05556;7;3;150;140;-4000;-812.0872;-3500
180;16;-13612.96;0;232;232;23.2;157.1667;157.1667;39.29167;10;4;200;200;-8000;-1012.958;-5000
181;15;-3697.197;0;506.3332;506.3332;42.19444;382.8329;382.8329;47.85412;12;8;400;240;0;-837.1972;-3500
182;26;-27240.06;0;342.6665;342.6665;24.47618;476.5001;476.5001;47.65001;14;10;500;280;-18000;-1020.054;-9000
183;21;-14277.62;0;184.6666;184.6666;15.38888;235.8332;235.8332;26.20369;12;9;450;240;-10000;-467.6151;-4500
184;13;-10135.49;0;111.6666;111.6666;18.6111;132.8333;132.8333;33.20831;6;4;200;120;-6000;-455.4852;-4000
185;15;-11363.9;0;285.9999;285.9999;23.83333;239.6666;239.6666;34.23809;12;7;350;240;-8000;-453.8953;-3500
186;32;-12637.54;0;969.333;969.333;26.92592;1494;1494;46.68748;36;32;1600;720;-10000;-457.5417;-4500
187;9;-2283.622;0;100.6667;100.6667;16.77778;49.16665;49.16665;16.38888;6;3;150;120;0;-553.6222;-2000
188;29;-27110.5;0;641.6664;641.6664;29.16665;754.1663;754.1663;44.36272;22;17;850;440;-20000;-400.5024;-8000
189;21;-17307.45;0;498.3332;498.3332;27.68518;386.3333;386.3333;42.92592;18;9;450;360;-12000;-617.4512;-5500
190;13;-4006.057;0;252.6667;252.6667;22.9697;254.6666;254.6666;36.38095;11;7;350;220;-2000;-576.0572;-2000
191;23;-14745.28;0;604.6666;604.6666;37.79166;340.9998;340.9998;42.62497;16;8;400;320;-10000;-465.2789;-5000
192;18;-15664.11;0;266.3332;266.3332;29.59258;356.9999;356.9999;59.49998;9;6;300;180;-10000;-644.1138;-5500
193;22;-12453.9;0;535.6665;535.6665;24.34848;613.1666;613.1666;43.79761;22;14;700;440;-8000;-593.8994;-5000
194;24;-5671.537;0;851.9995;851.9995;32.76921;767.8328;767.8328;40.41225;26;19;950;520;-2000;-641.5366;-4500
195;15;-10819.3;0;69.66668;69.66668;11.61111;9.666666;9.666666;9.666666;6;1;50;120;-6000;-989.2971;-4000
196;12;-4921.595;0;14;14;4.666667;9.999999;9.999999;9.999999;3;1;50;60;0;-1031.595;-4000
197;15;-10874.88;0;119.6667;119.6667;11.96667;185;185;30.83334;10;6;300;200;-8000;-374.8849;-3000
198;21;-11323.64;0;455.9999;455.9999;26.82352;400.1667;400.1667;36.37879;17;11;550;340;-8000;-713.6461;-3500
199;17;-15161.1;0;224;224;20.36363;355.3329;355.3329;59.22216;11;6;300;220;-10000;-681.0975;-5000
200;14;-2654.195;0;335.9999;335.9999;33.59999;119.1667;119.1667;23.83333;10;5;250;200;0;-604.195;-2500
201;10;-8828.888;0;129.3334;129.3334;18.47619;43.99998;43.99998;43.99998;7;1;50;140;-6000;-1018.887;-2000
202;11;-8605.822;0;166;166;18.44444;91.16666;91.16666;30.38889;9;3;150;180;-6000;-435.8226;-2500
203;13;-10468.19;0;80.33336;80.33336;16.06667;50.50003;50.50003;25.25001;5;2;100;100;-6000;-1168.187;-3500
204;10;-6415.549;0;109;109;21.8;21.16668;21.16668;21.16668;5;1;50;100;-2000;-1065.549;-3500
205;15;-7419.965;0;200.3333;200.3333;25.04166;172;172;34.39999;8;5;250;160;-4000;-829.9648;-3000
206;15;-6720.397;0;441.3331;441.3331;31.52379;540.8333;540.8333;49.16666;14;11;550;280;-4000;-550.3963;-3000
207;16;-5760.859;0;184.3334;184.3334;15.36111;76.66667;76.66667;15.33333;12;5;250;240;-2000;-750.8594;-3500
208;17;-10555.2;0;326.3333;326.3333;29.66666;187.4999;187.4999;37.49998;11;5;250;220;-6000;-525.2023;-4500
209;17;-9664.328;0;326.6666;326.6666;27.22221;269.9996;269.9996;38.57138;12;7;350;240;-6000;-754.3282;-3500
210;18;-10076.33;0;377.0001;377.0001;31.41667;429.4996;429.4996;42.94996;12;10;500;240;-6000;-316.3333;-4500
211;17;-11656.02;0;321.0001;321.0001;24.69231;285.3333;285.3333;40.7619;13;7;350;260;-6000;-766.0222;-5500
212;12;-4663.217;0;166.0001;166.0001;18.44445;205.8333;205.8333;41.16665;9;5;250;180;-2000;-593.2164;-2500
213;11;-7272.686;0;169.3333;169.3333;16.93333;291.8329;291.8329;58.36659;10;5;250;200;-4000;-722.6845;-3000
214;24;-15118.78;0;445.3333;445.3333;24.74074;423.9999;423.9999;38.54544;18;11;550;360;-10000;-1028.783;-5000
215;14;-9034.049;0;63.33335;63.33335;12.66667;58.16671;58.16671;29.08335;5;2;100;100;-4000;-734.0491;-4500
216;18;-10377.95;0;255.3333;255.3333;21.27777;168.3333;168.3333;42.08331;12;4;200;240;-6000;-817.9468;-4000
217;23;-10406.89;0;680.0001;680.0001;34.00001;803.5001;803.5001;50.21875;20;16;800;400;-6000;-606.8867;-5000
218;15;-15067.61;0;80.00002;80.00002;16;79.83331;79.83331;39.91665;5;2;100;100;-10000;-767.6036;-4500
219;12;-3625.636;0;159.6667;159.6667;19.95834;183.3334;183.3334;26.19048;8;7;350;160;0;-635.6361;-3500
