Iteration;Decisions;Reward Total;Time;ShortestPickupTime;LongestPickupTime;AveragePickupTime;ShortestDropoffTime;LongestDropoffTime;AverageDropoffTime;TotalPickups;TotalDropoffs;Reward Drop off;Reward Pick up;Reward Same Location;Reward Leftover;Bad Destination
63;13;-9216.992;0;147.6666;147.6666;29.53332;0;0;NaN;5;0;0;100;-4000;-1316.993;-4000
64;22;-9166.303;0;935.3336;935.3336;30.17205;1202.5;1202.5;52.28262;31;23;1150;620;-8000;-436.3039;-2500
65;16;-6597.07;0;237.6667;237.6667;21.60606;301.8332;301.8332;37.72915;11;8;400;220;-4000;-717.0697;-2500
66;28;-12565.84;0;323.6666;323.6666;16.18333;559.6666;559.6666;32.92156;20;17;850;400;-6000;-815.8395;-7000
67;17;-8036.923;0;392.9999;392.9999;26.19999;468.5003;468.5003;58.56254;15;8;400;300;-4000;-736.9229;-4000
68;16;-12618.89;0;241;241;21.90909;208.6666;208.6666;52.16664;11;4;200;220;-8000;-538.8919;-4500
69;16;-13011.16;0;193.9998;193.9998;21.55553;230.3334;230.3334;46.06667;9;5;250;180;-8000;-441.1546;-5000
70;15;-9101.799;0;132.3333;132.3333;14.7037;190.8334;190.8334;27.26191;9;7;350;180;-6000;-1131.797;-2500
71;22;-23692.01;0;178.3335;178.3335;29.72224;145;145;29.00001;6;5;250;120;-16000;-1062.008;-7000
72;13;-8134.282;0;282.9999;282.9999;31.44444;58.66671;58.66671;29.33335;9;2;100;180;-4000;-914.2809;-3500
73;13;-6133.332;0;138;138;13.8;271.4999;271.4999;38.78571;10;7;350;200;-4000;-683.3318;-2000
74;19;-14323.47;0;318.6667;318.6667;24.51282;250.6668;250.6668;27.85186;13;9;450;260;-10000;-533.4645;-4500
75;9;-2921.832;0;266;266;38;115.1666;115.1666;38.38887;7;3;150;140;0;-711.8324;-2500
76;24;-21788.33;0;356.6667;356.6667;22.29167;494.6666;494.6666;49.46666;16;10;500;320;-16000;-608.3343;-6000
77;21;-14574.13;0;453.6666;453.6666;26.68627;444.1664;444.1664;44.41665;17;10;500;340;-10000;-414.1274;-5000
78;20;-14765.26;0;294.3333;294.3333;16.35185;379;379;31.58333;18;12;600;360;-10000;-1225.255;-4500
79;17;-12454.86;0;262.6667;262.6667;18.7619;386.333;386.333;42.92589;14;9;450;280;-8000;-684.863;-4500
80;16;-8047.257;0;134;134;14.88889;131.0001;131.0001;26.20001;9;5;250;180;-4000;-477.2576;-4000
81;12;-3801.737;0;211.9998;211.9998;26.49998;114.4999;114.4999;28.62498;8;4;200;160;0;-661.7366;-3500
82;18;-8381.513;0;74.66668;74.66668;7.466668;249.5;249.5;31.1875;10;8;400;200;-6000;-481.5121;-2500
83;22;-16583.79;0;305.6665;305.6665;21.83332;382.6666;382.6666;31.88889;14;12;600;280;-12000;-463.7861;-5000
84;22;-15238.96;0;249.6666;249.6666;16.64444;320.4998;320.4998;35.6111;15;9;450;300;-10000;-988.9601;-5000
85;23;-6264.077;0;354;354;17.7;667.8334;667.8334;39.28432;20;17;850;400;-4000;-514.0773;-3000
86;28;-18174.99;0;516;516;25.8;835.1666;835.1666;52.19791;20;16;800;400;-12000;-374.988;-7000
87;21;-12872.04;0;360.3334;360.3334;27.71795;387.1666;387.1666;48.39583;13;8;400;260;-8000;-1032.042;-4500
88;21;-11465.81;0;380.3333;380.3333;22.37255;338.4999;338.4999;30.77272;17;11;550;340;-8000;-355.805;-4000
89;11;-3820.086;0;173.6665;173.6665;28.94441;96.33332;96.33332;48.16666;6;2;100;120;0;-540.0865;-3500
90;14;-7374.146;0;194.6667;194.6667;14.97436;216.5;216.5;36.08333;13;6;300;260;-4000;-434.1465;-3500
91;16;-14736.87;0;182.6667;182.6667;18.26667;68.83323;68.83323;34.41661;10;2;100;200;-10000;-536.8719;-4500
92;25;-17847.5;0;604;604;30.2;480.8331;480.8331;43.7121;20;11;550;400;-12000;-797.5009;-6000
93;15;-5658.077;0;190.9999;190.9999;12.73333;302.3333;302.3333;33.59259;15;9;450;300;-4000;-408.076;-2000
94;24;-5908.194;0;587.6667;587.6667;23.50667;1070.501;1070.501;48.65912;25;22;1100;500;-4000;-508.1946;-3000
95;26;-25001.89;0;407.6666;407.6666;23.98039;421.3329;421.3329;42.13329;17;10;500;340;-18000;-841.8967;-7000
96;9;-6307.579;0;169;169;21.125;123.8333;123.8333;30.95832;8;4;200;160;-4000;-667.5797;-2000
97;27;-16067.6;0;623.6666;623.6666;28.34848;962.3333;962.3333;48.11666;22;20;1000;440;-12000;-507.5992;-5000
98;18;-18203.7;0;475.9998;475.9998;31.73332;309.9998;309.9998;38.74997;15;8;400;300;-14000;-403.7025;-4500
99;26;-11321.02;0;761.6664;761.6664;36.26983;832.8329;832.8329;52.05206;21;16;800;420;-6000;-541.0173;-6000
100;25;-9731.146;0;690.3333;690.3333;32.87302;913.333;913.333;53.72547;21;17;850;420;-6000;-501.1449;-4500
101;16;-4277.88;0;577.3334;577.3334;30.38597;674.8329;674.8329;42.17706;19;16;800;380;-2000;-957.8797;-2500
102;28;-10508.29;0;634.6664;634.6664;25.38666;947.9997;947.9997;47.39999;25;20;1000;500;-6000;-508.284;-5500
103;21;-16879.25;0;427;427;28.46667;333.6665;333.6665;37.07405;15;9;450;300;-12000;-629.2443;-5000
104;17;-5320.25;0;550.3331;550.3331;39.30951;503.1664;503.1664;50.31664;14;10;500;280;-2000;-600.2495;-3500
105;14;-6203.091;0;183.6667;183.6667;20.40741;104.3332;104.3332;52.16661;9;2;100;180;-2000;-983.0912;-3500
106;14;-8540.457;0;93.99997;93.99997;23.49999;45.16668;45.16668;22.58334;4;2;100;80;-4000;-720.4585;-4000
107;12;-12873.33;0;42.33334;42.33334;8.466669;46.16669;46.16669;23.08335;5;2;100;100;-8000;-1573.333;-3500
108;13;-11166.68;0;147.6665;147.6665;36.91663;77.49995;77.49995;25.83331;4;3;150;80;-6000;-1896.685;-3500
109;15;-6352.936;0;264;264;22;376.6665;376.6665;37.66665;12;10;500;240;-4000;-592.9362;-2500
110;35;-22963.13;0;1011;1011;33.7;1042;1042;41.68;30;25;1250;600;-16000;-813.1368;-8000
111;14;-13806.69;0;8.333332;8.333332;2.777777;55.16669;55.16669;27.58335;3;2;100;60;-8000;-966.6938;-5000
112;31;-20217.97;0;958.6662;958.6662;38.34665;1143.166;1143.166;57.15832;25;20;1000;500;-14000;-717.9747;-7000
113;48;-35971.34;0;1276.333;1276.333;31.90834;1290.333;1290.333;40.32291;40;32;1600;800;-28000;-871.3398;-9500
114;11;-9415.962;0;110.3334;110.3334;12.25926;123.3334;123.3334;24.66668;9;5;250;180;-6000;-845.9615;-3000
115;30;-12952.9;0;521;521;17.96552;1082.666;1082.666;40.09874;29;27;1350;580;-10000;-382.9026;-4500
116;12;-11576.48;0;162.3334;162.3334;23.19048;71.3333;71.3333;71.3333;7;1;50;140;-8000;-766.4778;-3000
117;25;-18030.95;0;594.6667;594.6667;31.29825;604.4999;604.4999;46.49999;19;13;650;380;-12000;-560.954;-6500
118;46;-16647.4;0;1583.999;1583.999;33.70211;2134.166;2134.166;49.63176;47;43;2150;940;-12000;-237.4059;-7500
119;22;-17071.07;0;382;382;20.10526;362.5001;362.5001;40.27779;19;9;450;380;-12000;-401.0712;-5500
120;10;-6488.12;0;88.3333;88.3333;12.61904;0;0;NaN;7;0;0;140;-2000;-1128.118;-3500
121;13;-11617.79;0;330.333;330.333;30.03028;134.3332;134.3332;26.86665;11;5;250;220;-8000;-1087.792;-3000
122;23;-17774.19;0;360;360;21.17647;389.1666;389.1666;29.93589;17;13;650;340;-12000;-764.1889;-6000
123;19;-10039.74;0;219.6666;219.6666;19.96969;307.8332;307.8332;38.47915;11;8;400;220;-6000;-659.7428;-4000
124;31;-18025.81;0;909.3331;909.3331;30.3111;1202.999;1202.999;52.30431;30;23;1150;600;-14000;-775.8115;-5000
125;21;-12457.31;0;546.6667;546.6667;32.15686;524.5004;524.5004;43.70837;17;12;600;340;-8000;-397.3107;-5000
126;19;-4319.626;0;442.6666;442.6666;23.29824;569.9998;569.9998;37.99999;19;15;750;380;-2000;-449.6261;-3000
127;33;-19260.37;0;906.9998;906.9998;29.25806;1156.666;1156.666;48.19442;31;24;1200;620;-14000;-580.3765;-6500
128;12;-6529.123;0;320.6665;320.6665;29.1515;204.4999;204.4999;40.89997;11;5;250;220;-4000;-499.1219;-2500
129;16;-12614.63;0;174;174;21.75;144.3333;144.3333;28.86667;8;5;250;160;-8000;-524.6342;-4500
130;19;-14471.03;0;310;310;25.83333;395.8331;395.8331;43.98145;12;9;450;240;-10000;-661.0273;-4500
131;23;-26444.61;0;241.3333;241.3333;26.81481;200;200;33.33333;9;6;300;180;-18000;-924.6144;-8000
132;31;-29964.01;0;612.9996;612.9996;34.05553;749.1663;749.1663;46.8229;18;16;800;360;-22000;-624.0087;-8500
133;30;-11650.22;0;949.3331;949.3331;33.90475;1289.5;1289.5;56.06521;28;23;1150;560;-6000;-860.2188;-6500
134;23;-11750.84;0;713.3331;713.3331;33.96824;536.5;536.5;38.32143;21;14;700;420;-8000;-370.8426;-4500
135;24;-18020.52;0;309.6666;309.6666;19.35416;470.6667;470.6667;47.06667;16;10;500;320;-12000;-840.5231;-6000
136;27;-10783.74;0;555.6664;555.6664;30.87036;627.6666;627.6666;41.84444;18;15;750;360;-6000;-893.7404;-5000
137;19;-28192.3;0;150.3334;150.3334;16.70371;138.9999;138.9999;46.3333;9;3;150;180;-20000;-1022.301;-7500
138;11;-9599.343;0;184.6667;184.6667;23.08334;75.00003;75.00003;37.50002;8;2;100;160;-6000;-859.3432;-3000
139;14;-11046.57;0;137.3333;137.3333;22.88889;168.3331;168.3331;56.11104;6;3;150;120;-6000;-816.5656;-4500
140;34;-20473.98;0;1193;1193;36.15151;1110.5;1110.5;46.27082;33;24;1200;660;-16000;-833.9808;-5500
141;13;-4938.785;0;75.66662;75.66662;12.6111;80.66664;80.66664;26.88888;6;3;150;120;-2000;-708.7844;-2500
142;17;-11485.91;0;277;277;25.18182;106.5;106.5;35.50002;11;3;150;220;-6000;-855.9094;-5000
143;49;-23336.81;0;1796.999;1796.999;33.27776;2233.499;2233.499;49.6333;54;45;2250;1080;-18000;-666.814;-8000
144;11;-4705.823;0;142;142;23.66667;101.8334;101.8334;25.45835;6;4;200;120;-2000;-525.8221;-2500
145;12;-12218.21;0;184.6667;184.6667;20.51853;290;290;36.25;9;8;400;180;-8000;-798.2101;-4000
146;14;-8495.005;0;229.9999;229.9999;17.6923;233.1664;233.1664;46.63329;13;5;250;260;-6000;-505.0039;-2500
147;15;-14879;0;137.3333;137.3333;15.25925;148.5001;148.5001;29.70002;9;5;250;180;-10000;-809.0021;-4500
148;18;-8612.102;0;558.0003;558.0003;31.00002;428.1666;428.1666;35.68055;18;12;600;360;-6000;-572.1014;-3000
149;12;-9038.71;0;425.3332;425.3332;28.35555;213.9997;213.9997;35.66662;15;6;300;300;-6000;-638.7087;-3000
150;30;-24883.32;0;737.3332;737.3332;35.1111;877.6666;877.6666;51.62745;21;17;850;420;-18000;-653.3219;-7500
151;8;-1374.555;0;176.3333;176.3333;19.59259;119.6667;119.6667;23.93334;9;5;250;180;0;-304.5549;-1500
152;12;-5527.9;0;148;148;21.14285;84.16663;84.16663;42.08331;7;2;100;140;-2000;-767.9005;-3000
153;37;-22898.17;0;793.6669;793.6669;22.6762;1133.166;1133.166;40.47021;35;28;1400;700;-18000;-498.1741;-6500
154;16;-5544.68;0;249.9999;249.9999;22.72727;175.5;175.5;25.07143;11;7;350;220;-4000;-614.6801;-1500
155;23;-18985.3;0;400.6666;400.6666;21.08771;536.0001;536.0001;38.28572;19;14;700;380;-14000;-565.3038;-5500
156;10;-4818.81;0;52.00001;52.00001;10.4;49.16667;49.16667;16.38889;5;3;150;100;-2000;-568.8098;-2500
157;21;-13346.5;0;244.6667;244.6667;18.82051;327.6665;327.6665;36.40739;13;9;450;260;-8000;-556.4966;-5500
158;28;-22638.97;0;459.3331;459.3331;25.51851;618.4998;618.4998;47.5769;18;13;650;360;-16000;-648.9701;-7000
159;15;-17444.02;0;122.6666;122.6666;24.53332;70.00002;70.00002;23.33334;5;3;150;100;-12000;-694.0142;-5000
160;19;-13393.12;0;435.333;435.333;29.0222;638.4998;638.4998;53.20831;15;12;600;300;-8000;-793.1185;-5500
161;31;-24359.57;0;551.6666;551.6666;23.98551;743.1667;743.1667;43.71569;23;17;850;460;-18000;-669.5743;-7000
162;15;-9798.158;0;160.6667;160.6667;20.08334;231.3333;231.3333;28.91667;8;8;400;160;-6000;-858.158;-3500
163;11;-3895.365;0;190.3333;190.3333;19.03333;136.5001;136.5001;27.30001;10;5;250;200;-2000;-845.3655;-1500
164;18;-5711.472;0;266.3333;266.3333;17.75556;272.8334;272.8334;30.31482;15;9;450;300;-4000;-461.4719;-2000
165;24;-5167.78;0;1071;1071;39.66665;819.3329;819.3329;39.01585;27;21;1050;540;-2000;-757.7795;-4000
166;10;-6280.954;0;124.6667;124.6667;17.80953;100.3334;100.3334;25.08335;7;4;200;140;-4000;-620.9536;-2000
167;14;-12352.54;0;120.3332;120.3332;40.11107;0;0;NaN;3;0;0;60;-6000;-912.5344;-5500
168;15;-16518.01;0;49.33333;49.33333;6.166666;34.33334;34.33334;17.16667;8;2;100;160;-12000;-778.0057;-4000
169;15;-5844.786;0;457.9999;457.9999;32.71428;349.9998;349.9998;49.99997;14;7;350;280;-2000;-974.7859;-3500
170;14;-8315.161;0;177.3333;177.3333;19.7037;105.1667;105.1667;26.29168;9;4;200;180;-4000;-695.1606;-4000
171;12;-6348.356;0;229.6666;229.6666;20.87878;162.0001;162.0001;27.00001;11;6;300;220;-4000;-368.3559;-2500
172;17;-9982.566;0;159.3333;159.3333;15.93333;381.9998;381.9998;47.74998;10;8;400;200;-6000;-582.5657;-4000
173;16;-1234.503;0;447.9999;447.9999;21.33333;609.4998;609.4998;35.85293;21;17;850;420;0;-504.503;-2000
174;17;-7382.807;0;404.6666;404.6666;26.97777;411.6666;411.6666;41.16666;15;10;500;300;-4000;-682.8066;-3500
175;15;-9457.961;0;180.6667;180.6667;16.42424;178.1667;178.1667;25.45239;11;7;350;220;-6000;-527.9622;-3500
176;13;-10437.01;0;132.3333;132.3333;16.54166;66.49998;66.49998;33.24999;8;2;100;160;-6000;-697.0095;-4000
177;15;-10740.04;0;290.9998;290.9998;24.24998;283.3333;283.3333;31.48147;12;9;450;240;-8000;-430.0367;-3000
178;13;-8313.79;0;212.3333;212.3333;30.33333;96.1667;96.1667;32.05557;7;3;150;140;-4000;-603.7899;-4000
179;16;-9425.89;0;272.6666;272.6666;22.72221;224.1665;224.1665;44.8333;12;5;250;240;-6000;-915.8901;-3000
180;18;-11442.04;0;328.3332;328.3332;25.2564;240.6667;240.6667;60.16668;13;4;200;260;-6000;-902.0441;-5000
181;15;-8043.014;0;305.3332;305.3332;20.35555;306.8332;306.8332;34.09258;15;9;450;300;-6000;-293.0138;-2500
182;16;-4097.214;0;179.3333;179.3333;14.94444;154.9999;154.9999;30.99999;12;5;250;240;-2000;-587.2139;-2000
183;18;-7121.027;0;315.3332;315.3332;24.2564;425.1667;425.1667;60.73811;13;7;350;260;-4000;-731.027;-3000
184;24;-17675.91;0;327.9999;327.9999;25.23076;369.9998;369.9998;41.11109;13;9;450;260;-12000;-885.9143;-5500
185;19;-15705.09;0;189.3333;189.3333;15.77778;336.1666;336.1666;48.0238;12;7;350;240;-10000;-795.0942;-5500
186;13;-5144.075;0;233.6666;233.6666;23.36666;152.1666;152.1666;30.43332;10;5;250;200;-2000;-594.0749;-3000
187;16;-3970.009;0;265.6667;265.6667;18.97619;266.4999;266.4999;38.07141;14;7;350;280;-2000;-600.0087;-2000
188;17;-6104.52;0;446.9999;446.9999;40.63636;296.9999;296.9999;42.42855;11;7;350;220;-2000;-674.5198;-4000
189;17;-7706.511;0;327.0001;327.0001;23.35715;124.5;124.5;31.12501;14;4;200;280;-4000;-686.5105;-3500
190;33;-23967.35;0;660.3331;660.3331;30.01514;1062;1062;55.89473;22;19;950;440;-16000;-857.3499;-8500
191;13;-5191.934;0;151.6666;151.6666;16.85184;254.3333;254.3333;36.33332;9;7;350;180;-2000;-721.9343;-3000
192;18;-6402.679;0;474.6665;474.6665;39.55555;362.1664;362.1664;60.36106;12;6;300;240;-2000;-942.6777;-4000
193;15;-9034.755;0;124;124;20.66666;91.49998;91.49998;30.49999;6;3;150;120;-4000;-804.7551;-4500
194;16;-5232.411;0;429.9998;429.9998;28.66665;328.6664;328.6664;41.0833;15;8;400;300;-2000;-932.4113;-3000
195;32;-16091.8;0;852.6664;852.6664;31.58024;1027.333;1027.333;44.66666;27;23;1150;540;-10000;-781.8011;-7000
196;55;-36316.16;0;2183.666;2183.666;38.30993;2919.5;2919.5;56.14422;57;52;2600;1140;-30000;-556.1625;-9500
197;19;-16818.46;0;244.9999;244.9999;27.22221;121.5001;121.5001;30.37502;9;4;200;180;-10000;-1198.46;-6000
198;9;-4462.788;0;184.3332;184.3332;30.72221;77.6666;77.6666;25.88886;6;3;150;120;-2000;-732.7879;-2000
199;14;-8253.256;0;295.3334;295.3334;29.53334;232;232;33.14286;10;7;350;200;-4000;-803.2555;-4000
200;24;-17843.58;0;296.3333;296.3333;22.79487;482.1665;482.1665;48.21665;13;10;500;260;-12000;-603.5833;-6000
201;17;-12789.29;0;307.6664;307.6664;27.96967;235.4997;235.4997;39.24994;11;6;300;220;-8000;-809.2917;-4500
202;15;-7056.231;0;260.3334;260.3334;18.59525;703.1674;703.1674;58.59728;14;12;600;280;-4000;-436.2311;-3500
203;13;-7258.346;0;87.33334;87.33334;21.83334;40.5;40.5;40.5;4;1;50;80;-2000;-888.3454;-4500
204;11;-6067.8;0;245;245;20.41666;128.6666;128.6666;32.16666;12;4;200;240;-4000;-507.7996;-2000
205;14;-8582.13;0;204.3331;204.3331;34.05552;93.33327;93.33327;31.11109;6;3;150;120;-4000;-852.1285;-4000
206;19;-13706.08;0;500.9997;500.9997;33.39998;339.6666;339.6666;48.5238;15;7;350;300;-8000;-856.0797;-5500
207;14;-6650.501;0;200;200;22.22223;52.16671;52.16671;26.08336;9;2;100;180;-2000;-930.5006;-4000
208;20;-14216.78;0;387.3333;387.3333;25.82222;295.6666;295.6666;32.85184;15;9;450;300;-10000;-466.7764;-4500
209;36;-35259.74;0;949.6664;949.6664;35.17283;915.8328;915.8328;41.62876;27;22;1100;540;-26000;-399.7481;-10500
210;18;-17619.4;0;453;453;34.84615;86.16667;86.16667;17.23333;13;5;250;260;-12000;-629.3975;-5500
211;22;-15719.65;0;361.6667;361.6667;21.27451;458.8337;458.8337;41.71215;17;11;550;340;-12000;-609.6448;-4000
212;12;-3923.765;0;202;202;16.83334;240.3333;240.3333;40.05555;12;6;300;240;-2000;-463.7648;-2000
213;30;-17361.43;0;1080.334;1080.334;38.58334;1075.333;1075.333;46.75363;28;23;1150;560;-12000;-571.4253;-6500
214;14;-13260.11;0;116.6666;116.6666;12.96296;148.6665;148.6665;37.16664;9;4;200;180;-10000;-640.1061;-3000
215;36;-33243.48;0;624.6664;624.6664;31.23332;873.166;873.166;48.50922;20;18;900;400;-24000;-543.4783;-10000
216;22;-15136.41;0;400.6667;400.6667;21.08772;532.3331;532.3331;38.0238;19;14;700;380;-12000;-716.4141;-3500
217;14;-9546.688;0;178.9999;178.9999;14.91666;319.3329;319.3329;53.22216;12;6;300;240;-6000;-586.688;-3500
218;17;-10781.69;0;684.6662;684.6662;36.03506;438.1666;438.1666;36.51388;19;12;600;380;-8000;-761.6866;-3000
219;19;-8416.773;0;365.9999;365.9999;20.33333;650.9998;650.9998;54.24998;18;12;600;360;-6000;-876.7729;-2500
220;18;-9345.803;0;378.3333;378.3333;29.10256;568.333;568.333;56.8333;13;10;500;260;-4000;-1105.803;-5000
221;15;-2068.798;0;267.6667;267.6667;24.33334;208.4999;208.4999;34.74998;11;6;300;220;0;-588.7979;-2000
