Iteration;Decisions;Reward Total;Time;ShortestPickupTime;LongestPickupTime;AveragePickupTime;ShortestDropoffTime;LongestDropoffTime;AverageDropoffTime;TotalPickups;TotalDropoffs;Reward Drop off;Reward Pick up;Reward Same Location;Waiting Reward;Bad Destination
24;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
25;2;-3342.421;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-342.4193;-1000
26;2;-3342.421;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-342.4193;-1000
27;1;-297.7802;0;6.333334;6.333334;6.333334;0;0;NaN;1;0;0;20;0;-317.7803;0
28;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
29;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
30;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
31;1;-297.7802;0;6.333334;6.333334;6.333334;0;0;NaN;1;0;0;20;0;-317.7803;0
32;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
33;2;-3342.421;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-342.4193;-1000
34;1;-1184.841;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-684.8447;-500
35;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
36;2;-3342.421;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-342.4193;-1000
37;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
38;1;-1184.841;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-684.8447;-500
39;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
40;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
41;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
42;1;-2797.782;0;6.333334;6.333334;6.333334;0;0;NaN;1;0;0;20;-2000;-317.7803;-500
43;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
44;1;-297.7802;0;6.333334;6.333334;6.333334;0;0;NaN;1;0;0;20;0;-317.7803;0
45;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
46;1;-297.7802;0;6.333334;6.333334;6.333334;0;0;NaN;1;0;0;20;0;-317.7803;0
47;1;-297.7802;0;6.333334;6.333334;6.333334;0;0;NaN;1;0;0;20;0;-317.7803;0
48;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
49;1;-297.7802;0;6.333334;6.333334;6.333334;0;0;NaN;1;0;0;20;0;-317.7803;0
50;1;-1527.262;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-1027.277;-500
51;1;-1184.841;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-684.8447;-500
52;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
53;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
54;2;-3342.421;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-342.4193;-1000
55;1;-297.7802;0;6.333334;6.333334;6.333334;0;0;NaN;1;0;0;20;0;-317.7803;0
56;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
57;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
58;2;-3342.421;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-342.4193;-1000
59;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
60;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
61;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
62;2;-3342.421;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-342.4193;-1000
63;1;-297.7802;0;6.333334;6.333334;6.333334;0;0;NaN;1;0;0;20;0;-317.7803;0
64;2;-3342.421;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-342.4193;-1000
65;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
66;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
67;2;-3342.421;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-342.4193;-1000
68;2;-3342.421;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-342.4193;-1000
69;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
70;1;-297.7802;0;6.333334;6.333334;6.333334;0;0;NaN;1;0;0;20;0;-317.7803;0
71;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
72;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
73;1;-1184.841;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-684.8447;-500
74;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
75;2;-3342.421;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-342.4193;-1000
76;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
77;2;-3342.421;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-342.4193;-1000
78;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
79;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
80;1;-842.4243;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
81;2;-3342.421;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-342.4193;-1000
82;1;-1158.725;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-658.7137;-500
83;0;-354.908;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;0
84;1;-1158.71;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-658.7137;-500
85;0;-329.3544;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;0
86;0;-329.3544;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;0
87;0;-329.3544;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;0
88;2;-3684.838;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-684.8447;-1000
89;1;-829.356;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
90;0;-354.908;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;0
91;1;-842.4261;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
92;1;-275.122;0;4.666667;4.666667;4.666667;0;0;NaN;1;0;0;20;0;-295.122;0
93;1;-842.4261;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
94;1;-842.4261;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
95;1;-829.356;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
96;1;-2231.671;0;0;0;0;0;0;NaN;1;0;0;20;-2000;-251.6725;0
97;0;-658.7137;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-658.7137;0
98;1;-842.4304;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
99;1;-2493.144;0;1.666667;1.666667;0.8333334;0;0;NaN;2;0;0;40;-2000;-533.1405;0
100;1;-1158.715;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-658.7137;-500
101;3;-3816.37;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-316.3631;-1500
102;1;-854.9147;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;-500
103;1;-829.3579;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
104;1;-829.3641;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
105;1;-1184.855;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-684.8447;-500
106;3;-5271.044;0;5.333333;5.333333;5.333333;0;0;NaN;1;0;0;20;-4000;-291.0515;-1000
107;2;-3354.906;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-354.908;-1000
108;0;-354.908;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;0
109;0;-329.3544;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;0
110;1;-854.9192;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;-500
111;3;-5864.664;0;0;0;NaN;0;0;NaN;0;0;0;0;-4000;-364.6579;-1500
112;0;-342.4193;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;0
113;0;-342.4193;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;0
114;2;-3658.71;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-658.7137;-1000
115;1;-854.9147;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;-500
116;1;-842.421;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
117;1;-2854.906;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-354.908;-500
118;0;-316.3631;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;0
119;1;-816.3647;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;-500
120;0;-316.3631;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;0
121;3;-5854.917;0;0;0;NaN;0;0;NaN;0;0;0;0;-4000;-354.908;-1500
122;1;-829.3654;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
123;2;-854.9099;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;-500
124;0;-306.4853;0;8.000001;8.000001;8.000001;0;0;NaN;1;0;0;20;0;-326.4853;0
125;0;-829.3544;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
126;0;-329.3544;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;0
127;0;-329.3544;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;0
128;1;-570.291;0;7.333333;7.333333;3.666667;0;0;NaN;2;0;0;40;0;-610.291;0
129;1;-854.9096;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;-500
130;2;-830.4884;0;8.666667;8.666667;8.666667;0;0;NaN;1;0;0;20;0;-350.4786;-500
131;0;-729.3237;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-729.3237;0
132;1;-854.9192;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;-500
133;1;-842.421;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
134;2;-738.7906;0;1;1;1;0;0;NaN;1;0;0;20;0;-258.7913;-500
135;2;-3988.065;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-988.0806;-1000
136;0;-854.9081;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;-500
137;0;-329.3544;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;0
138;1;-1158.715;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-658.7137;-500
139;1;-2539.892;0;3;3;1.5;0;0;NaN;2;0;0;40;-2000;-579.8915;0
140;1;-816.3698;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;-500
141;0;-342.4193;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;0
142;1;-1158.715;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-658.7137;-500
143;1;-2255.41;0;0.6666667;0.6666667;0.6666667;0;0;NaN;1;0;0;20;-2000;-275.4118;0
144;0;-316.3631;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;0
145;2;-3329.355;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-329.3544;-1000
146;1;-842.4261;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
147;0;-658.7137;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-658.7137;0
148;3;-7829.354;0;0;0;NaN;0;0;NaN;0;0;0;0;-6000;-329.3544;-1500
149;2;-4743.508;0;0.3333333;0.3333333;0.3333333;0;0;NaN;1;0;0;20;-4000;-263.5058;-500
150;1;-842.4261;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
151;1;-1158.712;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-658.7137;-500
152;2;-1342.427;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-1000
153;0;-306.4853;0;8.000001;8.000001;8.000001;0;0;NaN;1;0;0;20;0;-326.4853;0
154;0;-709.8229;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-709.8229;0
155;1;-842.421;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
156;2;-3342.419;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-342.4193;-1000
157;0;-316.3631;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;0
158;1;-2829.355;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-329.3544;-500
159;2;-2762.687;0;4.333333;4.333333;4.333333;0;0;NaN;1;0;0;20;-2000;-282.6866;-500
160;1;-829.356;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
161;0;-342.4193;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;0
162;1;-3209.813;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-709.8229;-500
163;1;-816.3714;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;-500
164;1;-854.9192;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;-500
165;0;-342.4193;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;0
166;2;-804.098;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-304.0911;-500
167;2;-3608.184;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-608.1851;-1000
168;1;-804.102;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-304.0911;-500
169;1;-816.3649;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;-500
170;0;-329.3544;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;0
171;1;-854.9192;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;-500
172;1;-854.9165;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;-500
173;1;-804.098;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-304.0911;-500
174;3;-5816.362;0;0;0;NaN;0;0;NaN;0;0;0;0;-4000;-316.3631;-1500
175;1;-514.8984;0;7.666666;7.666666;3.833333;0;0;NaN;2;0;0;40;0;-554.8977;0
176;0;-316.3631;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;0
177;3;-5816.362;0;0;0;NaN;0;0;NaN;0;0;0;0;-4000;-316.3631;-1500
178;1;-816.374;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;-500
179;1;-842.4279;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
180;1;-1158.716;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-658.7137;-500
181;1;-829.3628;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
182;1;-804.093;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-304.0911;-500
183;1;-842.4279;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
184;1;-270.4645;0;5.333333;5.333333;5.333333;0;0;NaN;1;0;0;20;0;-290.4645;0
185;2;-2737.83;0;1;1;1;0;0;NaN;1;0;0;20;-2000;-257.8253;-500
186;2;-1342.427;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-1000
187;1;-816.3703;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;-500
188;1;-330.034;0;8.666667;8.666667;8.666667;0;0;NaN;1;0;0;20;0;-350.034;0
189;1;-854.918;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;-500
190;1;-829.3654;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
191;1;-854.9207;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;-500
192;1;-500;0;0;0;NaN;0;0;NaN;0;0;0;0;0;0;-500
193;1;-269.852;0;2.666667;2.666667;2.666667;0;0;NaN;1;0;0;20;0;-289.8521;0
194;1;-829.3654;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
195;1;-816.3649;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;-500
196;1;-277.9742;0;4;4;4;0;0;NaN;1;0;0;20;0;-297.974;0
197;0;-316.3631;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;0
198;1;-296.2574;0;6;6;6;0;0;NaN;1;0;0;20;0;-316.2573;0
199;1;-215.6731;0;0.3333333;0.3333333;0.3333333;0;0;NaN;1;0;0;20;0;-235.6732;0
200;0;-316.3631;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;0
201;2;-1316.371;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;-1000
202;1;-842.4307;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
203;1;-265.437;0;3.666666;3.666666;3.666666;0;0;NaN;1;0;0;20;0;-285.4369;0
204;1;-854.9116;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;-500
205;2;-531.6409;0;9.666666;9.666666;4.833333;0;0;NaN;2;0;0;40;0;-571.6405;0
206;2;-1412.275;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-912.2877;-500
207;1;-829.3654;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
208;1;-829.3641;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
209;2;-1684.854;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-684.8447;-1000
210;0;-342.4193;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;0
211;1;-829.3564;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
212;1;-500;0;0;0;NaN;0;0;NaN;0;0;0;0;0;0;-500
213;1;-1209.833;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-709.8229;-500
214;0;-364.6579;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-364.6579;0
215;1;-252.5783;0;3;3;3;0;0;NaN;1;0;0;20;0;-272.5779;0
216;1;-304.7492;0;8.000001;8.000001;8.000001;0;0;NaN;1;0;0;20;0;-324.7492;0
217;1;-354.908;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;0
218;1;-829.3654;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
219;1;-1108.194;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-608.1851;-500
220;1;-854.9195;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;-500
221;2;-3316.365;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-316.3631;-1000
222;1;-816.374;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;-500
223;2;-1658.728;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-658.7137;-1000
224;1;-842.4281;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
225;1;-1108.198;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-608.1851;-500
226;1;-829.3614;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
227;1;-822.3672;0;9.333333;9.333333;9.333333;0;0;NaN;1;0;0;20;0;-342.3587;-500
228;1;-842.4304;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
229;1;-829.363;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
230;1;-829.3598;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
231;2;-1342.432;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-1000
232;1;-532.0242;0;9.666666;9.666666;4.833333;0;0;NaN;2;0;0;40;0;-572.0239;0
233;2;-1342.427;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-1000
234;2;-1132.735;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-632.73;-500
235;1;-1209.831;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-709.8229;-500
236;0;-316.3631;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;0
237;1;-1209.831;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-709.8229;-500
238;1;-829.3654;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
239;2;-3316.363;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-316.3631;-1000
240;1;-804.0947;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-304.0911;-500
241;0;-342.4193;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;0
242;2;-1329.362;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-1000
243;1;-280.9475;0;3;3;3;0;0;NaN;1;0;0;20;0;-300.9472;0
244;1;-804.1006;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-304.0911;-500
245;1;-895.2673;0;16;16;5.333333;0;0;NaN;3;0;0;60;0;-955.2679;0
246;2;-1684.858;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-684.8447;-1000
247;2;-758.0534;0;5;5;5;0;0;NaN;1;0;0;20;0;-278.0467;-500
248;1;-1056.937;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-556.9372;-500
249;1;-229.4651;0;2.666667;2.666667;2.666667;0;0;NaN;1;0;0;20;0;-249.4653;0
250;2;-3329.356;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-329.3544;-1000
251;1;-255.412;0;0.6666667;0.6666667;0.6666667;0;0;NaN;1;0;0;20;0;-275.4118;0
252;1;-829.3629;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
253;1;-842.4246;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
254;1;-791.2464;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-291.2428;-500
255;2;-1304.099;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-304.0911;-1000
256;0;-304.0911;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-304.0911;0
257;1;-829.3669;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
258;1;-829.3632;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
259;2;-2765.441;0;3.666666;3.666666;3.666666;0;0;NaN;1;0;0;20;-2000;-285.4369;-500
260;2;-3354.909;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-354.908;-1000
261;2;-2754.151;0;0.3333333;0.3333333;0.3333333;0;0;NaN;1;0;0;20;-2000;-274.1493;-500
262;2;-3316.365;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-316.3631;-1000
263;0;-278.4682;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-278.4682;0
264;0;-664.784;0;9.333333;9.333333;9.333333;0;0;NaN;1;0;0;20;0;-684.784;0
265;2;-1329.362;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-1000
266;2;-3316.365;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-316.3631;-1000
267;2;-1658.724;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-658.7137;-1000
268;0;-304.0911;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-304.0911;0
269;1;-2854.906;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-354.908;-500
270;1;-1209.819;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-709.8229;-500
271;2;-1316.37;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;-1000
272;1;-1184.852;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-684.8447;-500
273;1;-854.9167;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-354.908;-500
274;2;-3329.357;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-329.3544;-1000
275;1;-829.3578;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-500
276;2;-1329.362;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-329.3544;-1000
277;1;-1158.709;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-658.7137;-500
278;2;-3316.362;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-316.3631;-1000
279;2;-1342.427;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-1000
280;2;-756.3207;0;5.666667;5.666667;5.666667;0;0;NaN;1;0;0;20;0;-276.313;-500
281;1;-816.375;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;-500
282;2;-3316.371;0;0;0;NaN;0;0;NaN;0;0;0;0;-2000;-316.3631;-1000
283;1;-808.7816;0;9;9;9;0;0;NaN;1;0;0;20;0;-328.7693;-500
284;0;-316.3631;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-316.3631;0
285;1;-842.4247;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-342.4193;-500
286;2;-1291.25;0;0;0;NaN;0;0;NaN;0;0;0;0;0;-291.2428;-1000
