Iteration;Decisions;Reward Total;Time;ShortestPickupTime;LongestPickupTime;AveragePickupTime;ShortestDropoffTime;LongestDropoffTime;AverageDropoffTime;TotalPickups;TotalDropoffs;Reward Drop off;Reward Pick up;Reward Same Location;Reward Leftover
20;17;-1445.398;0;608.9999;608.9999;30.44999;803.8326;803.8326;50.23954;20;16;800;400;-2000;-645.3984
21;23;-5629.531;0;400.9997;400.9997;26.73331;586.4995;586.4995;45.11534;15;13;650;300;-6000;-579.5305
22;24;-3798.211;0;562.0002;562.0002;25.54547;727.9999;727.9999;38.31578;22;19;950;440;-5000;-188.2107
23;24;-335.5243;0;487.6667;487.6667;22.16667;571.1667;571.1667;43.93591;22;13;650;440;-1000;-425.5244
24;13;-3597.158;0;255.3332;255.3332;23.21211;217.8332;217.8332;72.61108;11;3;150;220;-3000;-967.1587
25;26;-7444.225;0;409.6665;409.6665;19.50793;823.8331;823.8331;45.76851;21;18;900;420;-8000;-764.225
26;18;-7570.808;0;203;203;25.375;100.3333;100.3333;33.44444;8;3;150;160;-7000;-880.8091
27;12;-2460.978;0;178.6667;178.6667;17.86667;154.8333;154.8333;38.70834;10;4;200;200;-2000;-860.9778
28;14;-3311.168;0;258.3333;258.3333;18.45238;120.3333;120.3333;30.08333;14;4;200;280;-3000;-791.1681
29;7;-3121.929;0;34.99999;34.99999;8.749998;30.16668;30.16668;30.16668;4;1;50;80;-2000;-1251.93
30;18;-3386.132;0;455.9996;455.9996;35.07689;401.3333;401.3333;57.33333;13;7;350;260;-3000;-996.1322
31;18;-4368.859;0;238.6666;238.6666;23.86666;205.3332;205.3332;34.2222;10;6;300;200;-4000;-868.8591
32;17;-5395.054;0;174.6667;174.6667;21.83334;95;95;31.66667;8;3;150;160;-5000;-705.0537
33;15;-3797.812;0;209.3334;209.3334;23.25927;126.8334;126.8334;25.36668;9;5;250;180;-3000;-1227.812
34;35;-5820.748;0;776.3334;776.3334;27.72619;843.4998;843.4998;40.16666;28;21;1050;560;-7000;-430.7481
35;18;-1473.763;0;187.3333;187.3333;20.81481;220.5;220.5;36.75;9;6;300;180;-1000;-953.7633
36;20;-3737.156;0;424.6664;424.6664;28.31109;579.6664;579.6664;44.58973;15;13;650;300;-4000;-687.1558
37;34;-5163.575;0;682.0001;682.0001;26.23077;1118.167;1118.167;48.61594;26;23;1150;520;-6000;-833.5757
38;22;-4242.045;0;513.3335;513.3335;23.33334;802.8333;802.8333;47.22549;22;17;850;440;-5000;-532.0444
39;11;-2951.869;0;149.0001;149.0001;24.83334;71.6667;71.6667;35.83335;6;2;100;120;-2000;-1171.869
40;21;-4752.164;0;379.9998;379.9998;23.74999;376.3332;376.3332;41.8148;16;9;450;320;-5000;-522.1633
41;12;-2489.683;0;245.3333;245.3333;22.30303;102.5;102.5;25.62501;11;4;200;220;-2000;-909.6819
42;20;-4092.033;0;404.3332;404.3332;31.10255;284.8332;284.8332;35.60415;13;8;400;260;-4000;-752.0329
43;26;-5716.98;0;474.3332;474.3332;26.35184;573.4999;573.4999;40.96428;18;14;700;360;-6000;-776.9795
44;16;-3119.933;0;246.3332;246.3332;18.94871;205.8332;205.8332;34.30553;13;6;300;260;-3000;-679.9331
45;44;-7146.561;0;1161;1161;30.55263;1528.833;1528.833;47.77602;38;32;1600;760;-9000;-506.561
46;16;-5102.713;0;251.9998;251.9998;25.19998;159.4999;159.4999;26.58332;10;6;300;200;-5000;-602.7129
47;37;-4572.87;0;1198.999;1198.999;31.55262;1640.666;1640.666;51.2708;38;32;1600;760;-6000;-932.8703
48;21;-4611.141;0;253.9999;253.9999;19.53845;400.4997;400.4997;36.40906;13;11;550;260;-5000;-421.1401
49;11;-1088.561;0;253.6666;253.6666;14.92157;219.5001;219.5001;31.35715;17;7;350;340;-1000;-778.5612
50;10;-2275.856;0;108.3333;108.3333;15.47619;272.0001;272.0001;45.33335;7;6;300;140;-2000;-715.8568
51;30;-4017.576;0;799.3333;799.3333;26.64444;1036.666;1036.666;45.07244;30;23;1150;600;-5000;-767.5762
52;19;-6449.079;0;255.3332;255.3332;31.91665;157.6666;157.6666;39.41665;8;4;200;160;-6000;-809.0784
53;27;-7220.934;0;469.3332;469.3332;23.46666;589.8333;589.8333;34.69608;20;17;850;400;-8000;-470.9333
54;20;-8227.581;0;160.6667;160.6667;17.85185;40.16667;40.16667;20.08334;9;2;100;180;-7000;-1507.582
55;18;-2629.591;0;504.3331;504.3331;29.66665;580.6663;580.6663;48.38885;17;12;600;340;-3000;-569.5918
56;22;-4375.506;0;503.6666;503.6666;33.57777;329.5001;329.5001;41.18751;15;8;400;300;-4000;-1075.507
57;30;-4033.895;0;830.3329;830.3329;33.21332;1032.333;1032.333;51.61664;25;20;1000;500;-5000;-533.895
58;42;-4490.114;0;1419;1419;30.84783;2346.5;2346.5;54.56977;46;43;2150;920;-7000;-560.1139
59;26;-4814.75;0;486.333;486.333;28.60782;590.8328;590.8328;42.20234;17;14;700;340;-5000;-854.7502
60;41;-1399.116;0;1561.667;1561.667;28.39394;2148.832;2148.832;47.75182;55;45;2250;1100;-4000;-749.1161
61;19;-4945.041;0;283.6667;283.6667;23.63889;217.5;217.5;36.25;12;6;300;240;-5000;-485.0406
62;28;-6649.417;0;796.3334;796.3334;29.49383;1149.166;1149.166;47.88192;27;24;1200;540;-8000;-389.4168
63;18;-2679.315;0;498.3334;498.3334;35.59524;517.4996;517.4996;51.74996;14;10;500;280;-3000;-459.315
64;16;-1938.753;0;333.3332;333.3332;18.51851;216.4999;216.4999;36.08332;18;6;300;360;-2000;-598.7532
65;19;-2025.752;0;482.9999;482.9999;34.49999;589.3331;589.3331;49.1111;14;12;600;280;-2000;-905.7521
66;13;-7078.22;0;56.00002;56.00002;28.00001;0;0;NaN;2;0;0;40;-6000;-1118.22
67;16;-3757.712;0;79.66666;79.66666;11.38095;36.66666;36.66666;18.33333;7;2;100;140;-3000;-997.7126
68;15;-1926.445;0;346.3334;346.3334;24.7381;510.3336;510.3336;56.70374;14;9;450;280;-2000;-656.4451
69;21;-358.8808;0;597.9996;597.9996;31.47367;863.1665;863.1665;57.54443;19;15;750;380;-1000;-488.8808
70;13;-3076.747;0;277.6664;277.6664;27.76664;215.3333;215.3333;35.88888;10;6;300;200;-3000;-576.7466
71;25;-5278.13;0;678.6665;678.6665;28.27777;1023.167;1023.167;51.15833;24;20;1000;480;-6000;-758.1306
72;13;-3164.352;0;356.3332;356.3332;35.63332;107.5;107.5;35.83333;10;3;150;200;-3000;-514.3515
73;12;-2441.382;0;155.6667;155.6667;17.2963;123.8334;123.8334;30.95834;9;4;200;180;-2000;-821.3826
74;12;-3317.208;0;111.3333;111.3333;15.90476;154.1667;154.1667;51.3889;7;3;150;140;-3000;-607.2081
75;18;-1338.16;0;447.6666;447.6666;23.5614;511.1667;511.1667;39.32051;19;13;650;380;-2000;-368.1597
76;22;-2354.856;0;546.3334;546.3334;26.01587;704.3331;704.3331;46.95554;21;15;750;420;-3000;-524.8557
77;21;-1583.292;0;509.3331;509.3331;33.95554;447.8334;447.8334;37.31945;15;12;600;300;-2000;-483.2924
78;13;-2944.58;0;270.3333;270.3333;27.03333;172.8332;172.8332;34.56664;10;5;250;200;-3000;-394.5804
79;26;-10548.13;0;263.6666;263.6666;29.29629;221;221;27.625;9;8;400;180;-10000;-1128.128
80;15;-973.869;0;175.6667;175.6667;14.63889;258.6666;258.6666;32.33332;12;8;400;240;-1000;-613.869
81;12;-264.4341;0;402.0001;402.0001;33.5;336.9998;336.9998;42.12498;12;8;400;240;0;-904.4341
82;29;-1021.159;0;672.6664;672.6664;24.91357;906.1662;906.1662;43.15077;27;21;1050;540;-2000;-611.1586
83;45;-5426.174;0;1030.667;1030.667;24.53968;1440;1440;41.14284;42;35;1750;840;-7000;-1016.173
84;23;-7384.966;0;293.3333;293.3333;26.66666;269.9999;269.9999;44.99998;11;6;300;220;-7000;-904.966
85;17;-1869.395;0;198.6666;198.6666;16.55555;246.9999;246.9999;30.87498;12;8;400;240;-2000;-509.3946
86;13;-3066.967;0;228.6667;228.6667;28.58333;108.1667;108.1667;21.63334;8;5;250;160;-3000;-476.9669
87;22;-3339.225;0;499;499;24.95;573.1667;573.1667;38.21111;20;15;750;400;-4000;-489.2251
88;12;-1568.959;0;220;220;18.33333;411.8336;411.8336;45.75929;12;9;450;240;-2000;-258.959
89;15;-2557.29;0;233.6665;233.6665;33.38094;103.3333;103.3333;34.44443;7;3;150;140;-2000;-847.2897
90;22;-6802.644;0;491;491;37.76923;361.1668;361.1668;51.59526;13;7;350;260;-6000;-1412.643
91;28;-3952.804;0;853.0001;853.0001;29.4138;909.3337;909.3337;43.30161;29;21;1050;580;-5000;-582.8043
92;22;-3950.3;0;438.6666;438.6666;27.41666;432.8332;432.8332;36.06943;16;12;600;320;-4000;-870.3
93;13;-197.3719;0;334.6665;334.6665;33.46665;227.6664;227.6664;45.53329;10;5;250;200;0;-647.3719
94;15;-5275.271;0;98.66666;98.66666;14.09524;119.4999;119.4999;39.83331;7;3;150;140;-5000;-565.2703
95;18;-5319.045;0;390.6665;390.6665;30.05127;258.6665;258.6665;43.11108;13;6;300;260;-5000;-879.046
96;22;-4545.501;0;679.6664;679.6664;30.89393;457;457;41.54545;22;11;550;440;-5000;-535.5011
97;18;-5070.009;0;310.9999;310.9999;31.09999;228.1666;228.1666;38.02777;10;6;300;200;-5000;-570.0093
98;37;-3664.156;0;1061.333;1061.333;31.21568;1224.166;1224.166;42.21261;34;29;1450;680;-5000;-794.1556
99;19;-759.7867;0;783.0001;783.0001;41.21053;721.3334;721.3334;48.08889;19;15;750;380;-1000;-889.7867
100;10;-1250.254;0;103.6667;103.6667;20.73334;36.66669;36.66669;36.66669;5;1;50;100;0;-1400.254
101;15;-2223.748;0;117;117;14.625;135.6667;135.6667;33.91667;8;4;200;160;-2000;-583.7481
102;19;-3450.028;0;647.9999;647.9999;30.85714;648.3333;648.3333;46.30952;21;14;700;420;-4000;-570.028
103;11;-1689.893;0;141;141;14.1;268.1667;268.1667;33.52084;10;8;400;200;-2000;-289.8934
104;25;-2515.207;0;417.9998;417.9998;24.58822;603.3331;603.3331;40.22221;17;15;750;340;-3000;-605.2073
105;25;-6009.627;0;222.3335;222.3335;15.88096;401.3333;401.3333;36.48484;14;11;550;280;-6000;-839.6271
106;17;-5309.211;0;244.3333;244.3333;20.3611;116;116;23.2;12;5;250;240;-5000;-799.2115
107;25;-2663.495;0;728.6668;728.6668;36.43334;584.5001;584.5001;41.75;20;14;700;400;-3000;-763.4954
108;13;-2492.751;0;270.3331;270.3331;38.61902;198.6665;198.6665;49.66662;7;4;200;140;-2000;-832.7517
109;12;-2916.527;0;78;78;15.6;132.3333;132.3333;44.1111;5;3;150;100;-2000;-1166.528
110;12;-3416.932;0;261.6666;261.6666;26.16666;144.4999;144.4999;36.12498;10;4;200;200;-3000;-816.9329
111;22;-4430.61;0;335.9999;335.9999;20.99999;542.6667;542.6667;45.22223;16;12;600;320;-5000;-350.61
112;34;-10322.13;0;681.3334;681.3334;27.25334;750.9999;750.9999;39.52631;25;19;950;500;-11000;-772.1329
113;14;-3081.832;0;140.6667;140.6667;14.06667;134.6667;134.6667;19.2381;10;7;350;200;-3000;-631.8322
114;27;-4300.301;0;480.9999;480.9999;22.90476;864.666;864.666;43.2333;21;20;1000;420;-5000;-720.3003
115;25;-5400.277;0;655.9998;655.9998;31.23809;712.4997;712.4997;44.53123;21;16;800;420;-6000;-620.2764
116;15;-3733.169;0;120.6666;120.6666;15.08333;149;149;49.66667;8;3;150;160;-3000;-1043.168
117;22;-4485.76;0;494.9998;494.9998;24.74999;644.3328;644.3328;46.02377;20;14;700;400;-5000;-585.7599
118;16;-7176.443;0;195.9998;195.9998;24.49998;57.83336;57.83336;28.91668;8;2;100;160;-7000;-436.4435
119;20;-1298.513;0;539.6664;539.6664;31.74508;511.9995;511.9995;56.88884;17;9;450;340;-1000;-1088.512
120;15;-5557.636;0;98.99991;98.99991;24.74998;162.1665;162.1665;40.54163;4;4;200;80;-5000;-837.6363
121;31;-4412.089;0;604.9999;604.9999;30.24999;942.6661;942.6661;52.37034;20;18;900;400;-5000;-712.0891
122;12;-1275.655;0;235.3334;235.3334;23.53334;105.1667;105.1667;26.29168;10;4;200;200;-1000;-675.6551
123;23;-7775.345;0;410.6665;410.6665;25.66665;501.9997;501.9997;41.83331;16;12;600;320;-8000;-695.3442
124;27;-7159.595;0;815.3334;815.3334;33.97223;995.1667;995.1667;58.53922;24;17;850;480;-8000;-489.5956
125;17;-3116.687;0;189.6666;189.6666;21.07407;165.6665;165.6665;41.41663;9;4;200;180;-3000;-496.6871
126;30;-6742.866;0;609.3333;609.3333;27.69697;979.4993;979.4993;46.64282;22;21;1050;440;-7000;-1232.865
127;18;-3265.402;0;336.6667;336.6667;22.44445;508.8332;508.8332;39.14102;15;13;650;300;-3000;-1215.402
128;22;-479.2645;0;393.6667;393.6667;23.15687;495.1667;495.1667;41.26389;17;12;600;340;-1000;-419.2645
129;15;-3939.22;0;274.3332;274.3332;24.93938;272.3331;272.3331;38.90473;11;7;350;220;-4000;-509.2196
130;27;-4490.318;0;887.6665;887.6665;40.34848;879.1661;879.1661;48.84256;22;18;900;440;-5000;-830.318
131;12;-844.3187;0;293.9999;293.9999;22.61538;309.8333;309.8333;38.72916;13;8;400;260;-1000;-504.3187
132;23;-3757.126;0;438.6665;438.6665;27.41666;501;501;38.53846;16;13;650;320;-4000;-727.1262
133;25;-6830.545;0;486.3335;486.3335;32.42223;486.1668;486.1668;40.5139;15;12;600;300;-7000;-730.5448
134;13;-1261.272;0;230.6667;230.6667;25.62963;192.1666;192.1666;38.43333;9;5;250;180;-1000;-691.2722
135;15;-1763.763;0;417;417;27.8;356.6666;356.6666;35.66666;15;10;500;300;-2000;-563.7631
136;18;-4100.109;0;215.3333;215.3333;23.92592;255.1664;255.1664;51.03329;9;5;250;180;-4000;-530.1095
137;15;-2584.186;0;351.6665;351.6665;29.30554;128.1665;128.1665;42.72218;12;3;150;240;-2000;-974.1861
138;9;-3323.248;0;59.66666;59.66666;11.93333;153.8333;153.8333;38.45831;5;4;200;100;-3000;-623.2477
139;13;-1018.027;0;327.9999;327.9999;23.42856;176.3332;176.3332;44.08331;14;4;200;280;-1000;-498.0265
140;38;-5252.617;0;598.9999;598.9999;22.18518;1082.333;1082.333;47.05797;27;23;1150;540;-6000;-942.6165
141;24;-3012.467;0;483.3335;483.3335;21.9697;830.6672;830.6672;46.14818;22;18;900;440;-4000;-352.4664
142;10;-2408.384;0;134.6667;134.6667;16.83334;94.66673;94.66673;23.66668;8;4;200;160;-2000;-768.3835
143;18;-3299.459;0;432.3329;432.3329;36.02774;238.9999;238.9999;34.14285;12;7;350;240;-3000;-889.459
144;10;-2266.067;0;152.0001;152.0001;15.20001;97.33333;97.33333;19.46667;10;5;250;200;-2000;-716.0672
145;36;-6446.333;0;888.6666;888.6666;26.92929;1014.833;1014.833;34.99425;33;29;1450;660;-8000;-556.3334
146;20;-5923.938;0;459.3333;459.3333;28.70833;395.8331;395.8331;43.98146;16;9;450;320;-6000;-693.9365
147;39;-9591.927;0;936.3331;936.3331;28.37373;1217.666;1217.666;45.09875;33;27;1350;660;-11000;-601.9267
148;18;-1752.143;0;427.3334;427.3334;28.48889;524.6667;524.6667;43.72223;15;12;600;300;-2000;-652.1431
149;13;-3144.081;0;155.3333;155.3333;14.12121;137.6666;137.6666;45.88887;11;3;150;220;-3000;-514.0806
150;25;-9146.725;0;215;215;17.91666;158.4999;158.4999;31.69999;12;5;250;240;-9000;-636.7245
151;18;-3330.595;0;214;214;17.83333;371.6667;371.6667;41.2963;12;9;450;240;-3000;-1020.595
152;26;-6705.378;0;533.6664;533.6664;31.39214;547.3332;547.3332;45.6111;17;12;600;340;-7000;-645.3782
153;29;-6379.97;0;906.9998;906.9998;33.59258;829.6667;829.6667;48.80392;27;17;850;540;-7000;-769.97
154;16;-3244.316;0;439.3333;439.3333;36.6111;234.1666;234.1666;33.45237;12;7;350;240;-3000;-834.3165
155;20;-3967.766;0;512;512;39.38462;484.3334;484.3334;60.54168;13;8;400;260;-4000;-627.7661
156;18;-6305.758;0;197.6666;197.6666;17.96969;393.1665;393.1665;43.68517;11;9;450;220;-6000;-975.7578
157;25;-3234.255;0;909.9999;909.9999;39.56521;846.8333;846.8333;47.0463;23;18;900;460;-4000;-594.2554
158;11;-2490.567;0;122.3333;122.3333;12.23333;134.8333;134.8333;26.96666;10;5;250;200;-2000;-940.5676
159;15;-6537.522;0;130;130;18.57143;44.33334;44.33334;22.16667;7;2;100;140;-6000;-777.5223
160;21;-5060.965;0;366.3333;366.3333;21.54902;368.3332;368.3332;36.83332;17;10;500;340;-5000;-900.9653
161;18;-5235.905;0;198.3332;198.3332;16.52777;247.6665;247.6665;35.38094;12;7;350;240;-5000;-825.9044
162;17;-599.3989;0;921.0001;921.0001;38.375;717.3333;717.3333;55.17949;24;13;650;480;-1000;-729.3989
163;33;-11951.23;0;645.9997;645.9997;29.36362;858.1666;858.1666;47.67592;22;18;900;440;-13000;-291.2303
164;13;-199.592;0;202.6666;202.6666;20.26666;238.6665;238.6665;39.77776;10;6;300;200;0;-699.592
165;18;-3148.28;0;362;362;22.625;415.9998;415.9998;41.59998;16;10;500;320;-3000;-968.2809
166;11;-953.3844;0;302.3334;302.3334;30.23334;311.6666;311.6666;38.95833;10;8;400;200;-1000;-553.3843
167;17;-3140.308;0;534.9999;534.9999;31.47058;435.4997;435.4997;36.29165;17;12;600;340;-3000;-1080.307
168;14;-2362.182;0;654.3334;654.3334;50.33334;448.0002;448.0002;64.00002;13;7;350;260;-2000;-972.1823
169;13;-2096.923;0;146.3333;146.3333;12.19445;107.8333;107.8333;35.94444;12;3;150;240;-2000;-486.9232
170;15;-3074.599;0;283.3333;283.3333;28.33333;277.1664;277.1664;46.1944;10;6;300;200;-3000;-574.5993
171;19;-4170.274;0;210.0001;210.0001;15;192.5;192.5;32.08333;14;6;300;280;-4000;-750.2742
172;28;-5030.695;0;491.6667;491.6667;23.4127;671.3333;671.3333;37.29629;21;18;900;420;-6000;-350.6949
173;29;-5951.03;0;591.0001;591.0001;26.86364;919.3331;919.3331;43.77777;22;21;1050;440;-7000;-441.0294
174;12;-1987.715;0;317.3333;317.3333;26.44444;184.5;184.5;30.75;12;6;300;240;-2000;-527.7147
175;18;-1932.783;0;283.6666;283.6666;21.82051;332.5;332.5;33.25;13;10;500;260;-2000;-692.7824
176;15;-3307.596;0;107.3333;107.3333;21.46666;55.66667;55.66667;18.55556;5;3;150;100;-3000;-557.5966
177;21;-4665.765;0;531.6667;531.6667;26.58333;808.8338;808.8338;57.77384;20;14;700;400;-5000;-765.7636
178;18;-3216.861;0;445.9998;445.9998;29.73332;225.8333;225.8333;32.2619;15;7;350;300;-3000;-866.8602
179;20;-5147.359;0;285.6666;285.6666;25.96969;208.6665;208.6665;34.77775;11;6;300;220;-5000;-667.3589
180;27;-2138.173;0;791.6663;791.6663;30.4487;1238.166;1238.166;53.83331;26;23;1150;520;-3000;-808.1725
181;18;-6406.628;0;107.3333;107.3333;13.41667;224.5;224.5;37.41667;8;6;300;160;-6000;-866.6277
182;18;-3641.4;0;126.6666;126.6666;14.07407;64.83334;64.83334;21.61111;9;3;150;180;-3000;-971.4002
183;16;-1082.693;0;410.3333;410.3333;37.30303;250.8333;250.8333;35.83333;11;7;350;220;-1000;-652.6934
184;16;87.24625;0;243;243;22.09091;341.1665;341.1665;34.11665;11;10;500;220;0;-632.7538
185;12;-4082.346;0;22.66667;22.66667;11.33333;15.16666;15.16666;15.16666;2;1;50;40;-3000;-1172.346
186;14;-2445.157;0;277.9999;277.9999;27.79999;122.1667;122.1667;24.43333;10;5;250;200;-2000;-895.1577
187;22;-3314.003;0;986.3327;986.3327;41.09719;1125;1125;62.50003;24;18;900;480;-4000;-694.0031
188;14;64.29407;0;255.9999;255.9999;23.27272;245.8331;245.8331;35.11901;11;7;350;220;0;-505.7059
189;19;-4159.347;0;445.6667;445.6667;31.83333;440.3331;440.3331;44.03331;14;10;500;280;-4000;-939.3466
190;21;-3737.489;0;489.6666;489.6666;28.80392;535.6666;535.6666;38.2619;17;14;700;340;-4000;-777.4882
191;19;-4414.92;0;234.6666;234.6666;19.55555;147.3332;147.3332;29.46664;12;5;250;240;-4000;-904.9201
192;21;-3342.872;0;217.6666;217.6666;21.76666;149.1666;149.1666;29.83332;10;5;250;200;-3000;-792.8715
193;17;-2729.605;0;216.6667;216.6667;18.05556;243.1666;243.1666;34.73809;12;7;350;240;-3000;-319.6055
194;19;-2980.074;0;374.9998;374.9998;26.7857;294.4997;294.4997;42.07139;14;7;350;280;-3000;-610.0738
195;17;-1700.662;0;364.9999;364.9999;30.41666;250;250;27.77778;12;9;450;240;-2000;-390.6617
196;14;-1283.376;0;183.6666;183.6666;20.4074;173.8332;173.8332;43.45831;9;4;200;180;-1000;-663.376
197;17;-7418.854;0;157.6665;157.6665;26.27776;33.66668;33.66668;33.66668;6;1;50;120;-7000;-588.8543
198;25;-3144.663;0;526.6666;526.6666;27.71929;718.8331;718.8331;44.92707;19;16;800;380;-4000;-324.6629
199;16;-458.4802;0;481.9999;481.9999;30.125;698.1661;698.1661;49.86901;16;14;700;320;-1000;-478.4802
200;14;-3426.933;0;111;111;18.50001;82.16666;82.16666;41.08333;6;2;100;120;-3000;-646.9326
201;24;-3692.972;0;721.6664;721.6664;27.7564;1180.499;1180.499;49.18747;26;24;1200;520;-5000;-412.9718
202;12;-3336.798;0;108.3333;108.3333;15.47619;98.66667;98.66667;24.66667;7;4;200;140;-3000;-676.798
203;15;-2233.316;0;337.6666;337.6666;25.97436;317.4999;317.4999;45.35712;13;7;350;260;-2000;-843.3165
204;10;-2617.482;0;32.66666;32.66666;8.166665;69.50002;69.50002;23.16667;4;3;150;80;-2000;-847.4821
205;16;-3993.314;0;211.6667;211.6667;19.24243;246.6668;246.6668;30.83335;11;8;400;220;-4000;-613.3145
206;13;-2134.914;0;124.6667;124.6667;13.85185;130.6666;130.6666;32.66666;9;4;200;180;-2000;-514.9141
207;15;-2759.003;0;176.3333;176.3333;19.59259;238.5;238.5;39.74999;9;6;300;180;-2000;-1239.003
208;25;-4188.888;0;470.6666;470.6666;22.4127;629.0001;629.0001;37;21;17;850;420;-5000;-458.8882
209;14;-3330.254;0;170.0001;170.0001;17.00001;258.6667;258.6667;64.66666;10;4;200;200;-3000;-730.2542
210;16;-4469.732;0;302.3333;302.3333;33.59258;113.9999;113.9999;28.49997;9;4;200;180;-4000;-849.7322
211;13;-3519.997;0;153;153;19.125;126.5;126.5;31.62501;8;4;200;160;-3000;-879.9978
212;15;-4670.163;0;196.3333;196.3333;24.54166;140;140;35;8;4;200;160;-4000;-1030.163
213;35;-2771.971;0;1227.666;1227.666;38.36456;1427.667;1427.667;52.87655;32;27;1350;640;-4000;-761.9711
214;21;-4671.123;0;580.6663;580.6663;27.65078;604.4996;604.4996;43.17855;21;14;700;420;-5000;-791.1227
215;14;-2483.899;0;47.66666;47.66666;7.944443;53.66669;53.66669;26.83335;6;2;100;120;-2000;-703.8991
216;31;-3879.537;0;670.9998;670.9998;26.83999;982.9994;982.9994;46.80949;25;21;1050;500;-5000;-429.5366
217;24;-4410.549;0;432.3333;432.3333;25.43137;510.8334;510.8334;36.4881;17;14;700;340;-5000;-450.5493
218;26;-4094.444;0;503.6665;503.6665;20.14666;832.8331;832.8331;41.64165;25;20;1000;500;-5000;-594.4438
219;19;-5690.514;0;171;171;17.1;55.33333;55.33333;18.44444;10;3;150;200;-5000;-1040.514
220;11;-2349.738;0;184.3334;184.3334;26.33334;205.8332;205.8332;51.45829;7;4;200;140;-2000;-689.7376
221;23;-2534.754;0;324.3332;324.3332;21.62221;562.3333;562.3333;43.25641;15;13;650;300;-3000;-484.7538
222;13;-2010.536;0;180.6667;180.6667;18.06667;66.16667;66.16667;16.54167;10;4;200;200;-2000;-410.5361
223;27;-2112.557;0;629.6666;629.6666;23.32098;850.3332;850.3332;40.49206;27;21;1050;540;-3000;-702.5574
224;14;-630.9721;0;246.3332;246.3332;24.63332;318.3332;318.3332;39.79165;10;8;400;200;-1000;-230.9721
225;13;-4398.927;0;107;107;13.375;47.00001;47.00001;23.50001;8;2;100;160;-4000;-658.9271
226;13;-3566.576;0;40.66668;40.66668;10.16667;69.6666;69.6666;34.8333;4;2;100;80;-3000;-746.5764
227;11;-752.8687;0;284.6667;284.6667;25.87879;348.3335;348.3335;38.70372;11;9;450;220;-1000;-422.8687
228;17;-4689.269;0;285;285;21.92308;260.6667;260.6667;37.23809;13;7;350;260;-4000;-1299.269
229;24;-4344.754;0;365.3331;365.3331;16.60605;596.1663;596.1663;35.06861;22;17;850;440;-5000;-634.7535
230;25;-2051.938;0;772.333;772.333;32.18054;1088.999;1088.999;51.85711;24;21;1050;480;-3000;-581.9375
231;12;-2661.607;0;47.33333;47.33333;7.888888;13.33333;13.33333;13.33333;6;1;50;120;-2000;-831.6072
232;18;-3956.574;0;412.6665;412.6665;27.5111;420.1665;420.1665;42.01665;15;10;500;300;-4000;-756.5734
233;14;-4267.44;0;163.6667;163.6667;20.45833;100.8333;100.8333;25.20833;8;4;200;160;-4000;-627.4395
