Iteration;Decisions;Reward Total;Time;ShortestPickupTime;LongestPickupTime;AveragePickupTime;ShortestDropoffTime;LongestDropoffTime;AverageDropoffTime;TotalPickups;TotalDropoffs;Reward Drop off;Reward Pick up;Reward Same Location;Reward Leftover;;Mean average reward;
2823;46;-5.439.046;0;1.666.667;1.666.667;0.5555556;0;0;NaN;3;0;0;60;-4500;-9.990.453;;-5.136.007;-3940
2824;36;-4.428.983;0;3.533.332;3.533.332;1.177.777;0;0;NaN;3;0;0;60;-3300;-1.188.983;;-4.996.794;-3840
2825;38;-4.762.923;0;0;0;NaN;0;0;NaN;0;0;0;0;-3500;-1.262.922;;-5.080.803;-3860
2826;37;-4.577.524;0;1.466.666;1.466.666;7.333.331;0;0;NaN;2;0;0;40;-3400;-1.217.525;;-4.824.496;-3640
2827;47;-6.166.873;0;1.333.333;1.333.333;1.333.333;0;0;NaN;1;0;0;20;-4700;-1.486.872;;-5.075.070;-3880
2828;41;-5.111.594;0;2.033.333;2.033.333;1.016.667;0;0;NaN;2;0;0;40;-3800;-1.351.594;;-5.009.579;-3740
2829;36;-4.468.264;0;6.333.333;6.333.333;2.111.111;0;0;NaN;3;0;0;60;-3300;-1.228.264;;-5.017.436;-3740
2830;42;-5.296.002;0;2.333.334;2.333.334;1.166.667;0;0;NaN;2;0;0;40;-3900;-1.436.001;;-5.124.051;-3820
2831;39;-4.526.136;0;34;34;3.777.777;0;0;NaN;9;0;0;180;-3700;-1.006.136;;-5.113.774;-3880
2832;47;-5.800.735;0;0.3333333;0.3333333;0.3333333;0;0;NaN;1;0;0;20;-4600;-1.220.735;;-5.040.546;-3860
2833;50;-6.121.751;0;4.333.333;4.333.333;1.444.445;0;0;NaN;3;0;0;60;-4900;-1.281.752;;-5.242.578;-4080
2834;49;-6.375.866;0;7.333.333;7.333.333;1.833.333;0;0;NaN;4;0;0;80;-4900;-1.555.865;;-5.624.098;-4400
2835;45;-5.135.244;0;2.333.333;2.333.333;0.3888889;0;0;NaN;6;0;0;120;-4400;-855.244;;-5.591.946;-4500
2836;47;-5.886.302;0;1.666.667;1.666.667;1.666.667;0;0;NaN;1;0;0;20;-4700;-1.206.302;;-5.863.980;-4700
2837;37;-4.192.259;0;1.966.667;1.966.667;3.933.334;0;0;NaN;5;0;0;100;-3500;-7.922.594;;-5.542.284;-4480
2838;35;-4.336.262;0;9.000.001;9.000.001;2.25;0;0;NaN;4;0;0;80;-3200;-1.216.262;;-5.185.187;-4140
2839;46;-5.536.518;0;1.666.667;1.666.667;0.5555556;0;0;NaN;3;0;0;60;-4600;-9.965.175;;-5.017.317;-4080
2840;46;-6.060.988;0;2.333.333;2.333.333;1.166.667;0;0;NaN;2;0;0;40;-4600;-1.500.987;;-5.202.466;-4120
2841;47;-5.905.717;0;0.3333333;0.3333333;0.3333333;0;0;NaN;1;0;0;20;-4600;-1.325.716;;-5.206.349;-4100
2842;40;-4.562.075;0;2.899.999;2.899.999;7.249.999;1.233.333;1.233.333;1.233.333;4;1;30;80;-3700;-9.720.757;;-5.280.312;-4140
2843;45;-5.567.198;0;7.333.333;7.333.333;1.466.666;0;0;NaN;5;0;0;100;-4400;-1.267.197;;-5.526.499;-4380
2844;49;-6.123.651;0;7;7;1.75;0;0;NaN;4;0;0;80;-4900;-1.303.651;;-5.643.926;-4440
2845;45;-5347.49;0;5;5;1;0;0;NaN;5;0;0;100;-4400;-1.047.489;;-5.539.660;-4400
2846;37;-4.605.666;0;1.333.333;1.333.333;1.333.333;0;0;NaN;1;0;0;20;-3400;-1.225.666;;-5.214.648;-4160
2847;41;-5.265.514;0;8.666.666;8.666.666;2.888.889;1.649.999;1.649.999;1.649.999;3;1;30;60;-3900;-1.455.513;;-5.390.507;-4200
2848;38;-4.553.905;0;2.233.333;2.233.333;5.583.333;0;0;NaN;4;0;0;80;-3500;-1.133.904;;-5.137.184;-4020
2849;49;-5.736.467;0;4;4;1.333.333;0;0;NaN;3;0;0;60;-4800;-9.964.671;;-5.040.388;-4000
2850;40;-4.789.331;0;7.666.667;7.666.667;3.833.333;0;0;NaN;2;0;0;40;-3800;-1.029.332;;-4.990.177;-3880
2851;37;-4.474.466;0;1.433.333;1.433.333;7.166.665;0;0;NaN;2;0;0;40;-3400;-1.114.466;;-4.963.937;-3880
2852;36;-4.457.111;0;20;20;9.999.999;0;0;NaN;2;0;0;40;-3300;-1.197.111;;-4.802.256;-3760
2853;41;-6.148.438;0;5.333.333;5.333.333;1.777.778;2.233.334;2.233.334;2.233.334;3;1;30;60;-3900;-2.338.436;;-5.121.163;-3840
2854;37;-4.253.642;0;1.533.333;1.533.333;3.833.333;0;0;NaN;4;0;0;80;-3400;-933.641;;-4.824.598;-3560
2855;41;-5.166.101;0;6.066.668;6.066.668;1.213.334;0;0;NaN;5;0;0;100;-3900;-1366.1;;-4.899.952;-3580
2856;41;-5.278.652;0;5.166.668;5.166.668;1.291.667;0;0;NaN;4;0;0;80;-3800;-1.558.652;;-5.060.789;-3660
2857;51;-6.115.207;0;0;0;0;0;0;NaN;1;0;0;20;-5000;-1.135.207;;-5.392.408;-4000
2858;40;-4.889.679;0;3.766.666;3.766.666;7.533.332;0;0;NaN;5;0;0;100;-3700;-1.289.679;;-5.140.656;-3960
2859;40;-4.828.939;0;3.033.333;3.033.333;7.583.333;0;0;NaN;4;0;0;80;-3800;-1.108.939;;-5.255.716;-4040
2860;43;-5.368.869;0;3.066.668;3.066.668;1.533.334;0;0;NaN;2;0;0;40;-4000;-1.408.868;;-5.296.269;-4060
2861;34;-3.980.413;0;3.566.666;3.566.666;7.133.333;6.033.331;6.033.331;1.508.333;5;4;120;100;-3100;-1.100.413;;-5.036.621;-3920
2862;47;-6.169.021;0;0.3333333;0.3333333;0.3333333;0;0;NaN;1;0;0;20;-4600;-1.589.022;;-5.047.384;-3840
2863;47;-5962.87;0;0;0;0;0;0;NaN;2;0;0;40;-4700;-1302.87;;-5.086.811;-4040
2864;35;-3.997.298;0;11;11;2.75;12;12;12;4;1;30;80;-3300;-8.072.979;;-4.878.900;-3940
2865;40;-4.904.646;0;2.366.666;2.366.666;4.733.333;0;0;NaN;5;0;0;100;-3700;-1.304.645;;-4.762.845;-3880
2866;50;-6.952.748;0;1;1;0.5;0;0;NaN;2;0;0;40;-4900;-2.092.748;;-5.505.928;-4240
2867;48;-6273.59;0;3;3;1;0;0;NaN;3;0;0;60;-4800;-1533.59;;-5.284.897;-4280
2868;44;-5309.27;0;1.033.333;1.033.333;147.619;0;0;NaN;7;0;0;140;-4300;-1149.27;;-5.284.897;-4200
2869;41;-5.155.508;0;8.000.001;8.000.001;4;1.766.666;1.766.666;1.766.666;2;1;30;40;-3800;-1.425.508;;-5.670.967;-4300
2870;45;-6.383.827;0;5.666.667;5.666.667;1.133.333;0;0;NaN;5;0;0;100;-4500;-1.983.826;;-6.164.028;-4460
2871;35;-3.960.074;0;1.466.667;1.466.667;3.666.667;1.216.666;1.216.666;1.216.666;4;1;30;80;-3200;-8.700.737;;-5.166.470;-4120
2872;36;-4.946.839;0;1.666.667;1.666.667;0.5555556;0;0;NaN;3;0;0;60;-3400;-1.606.839;;-5.111.562;-3840
2873;45;-5764.47;0;4;4;1;0;0;NaN;4;0;0;80;-4500;-1.344.471;;-5.111.562;-3880
2874;38;-5.167.606;0;8.000.001;8.000.001;4;0;0;NaN;2;0;0;40;-3600;-1.607.607;;-5.114.587;-3840
2875;36;-4.333.482;0;14;14;4.666.666;0;0;NaN;3;0;0;60;-3400;-9.934.828;;-4.602.000;-3620
2876;47;-6.308.764;0;1.666.667;1.666.667;1.666.667;0;0;NaN;1;0;0;20;-4700;-1.628.764;;-5.189.173;-3920
2877;40;-4.898.132;0;7.333.334;7.333.334;3.666.667;0;0;NaN;2;0;0;40;-3700;-1.238.132;;-5.176.996;-3980
2878;39;-5.187.173;0;0.6666667;0.6666667;0.6666667;0;0;NaN;1;0;0;20;-3700;-1.507.173;;-5.179.031;-3820
2879;46;-5.615.735;0;1;1;0.3333333;0;0;NaN;3;0;0;60;-4600;-1.075.735;;-5.268.657;-4020
2880;40;-5.100.906;0;2.633.334;2.633.334;438.889;0;0;NaN;6;0;0;120;-3700;-1.520.905;;-5.422.142;-4080
2881;37;-4.665.544;0;2.666.667;2.666.667;2.666.667;0;0;NaN;1;0;0;20;-3500;-1.185.544;;-5.093.498;-3840
2882;46;-5.558.161;0;2.666.667;2.666.667;1.333.333;0;0;NaN;2;0;0;40;-4600;-9.981.605;;-5.225.504;-4020
2883;44;-5.504.049;0;1.233.333;1.233.333;2.055.556;0;0;NaN;6;0;0;120;-4300;-1.324.049;;-5.288.879;-4140
2884;40;-5.067.172;0;1.333.333;1.333.333;4.444.445;2.300.001;2.300.001;2.300.001;3;1;30;60;-3800;-1.357.172;;-5.179.166;-3980
2885;42;-5.163.541;0;0;0;NaN;0;0;NaN;0;0;0;0;-3900;-1.263.541;;-5.191.693;-4020
2886;36;-4.706.184;0;5.666.667;5.666.667;1.888.889;0;0;NaN;3;0;0;60;-3400;-1.366.183;;-5.199.821;-4000
2887;36;-4.659.316;0;1.799.999;1.799.999;8.999.996;0;0;NaN;2;0;0;40;-3300;-1.399.317;;-5.020.052;-3740
2888;47;-5.877.673;0;1.333.333;1.333.333;1.333.333;0;0;NaN;1;0;0;20;-4600;-1.297.673;;-5.094.777;-3800
2889;47;-6013.37;0;3.666.667;3.666.667;1.833.333;0;0;NaN;2;0;0;40;-4700;-1.353.369;;-5.101.679;-3980
2890;46;-5.575.604;0;3;3;1;0;0;NaN;3;0;0;60;-4600;-1.035.604;;-5.204.694;-4120
2891;40;-5.012.844;0;2.666.668;2.666.668;8.888.892;0;0;NaN;3;0;0;60;-3800;-1.272.844;;-5.281.359;-4200
2892;40;-4.601.891;0;1.333.333;1.333.333;3.333.334;2.316.668;2.316.668;2.316.668;4;1;30;80;-3700;-1.011.891;;-5.267.003;-4280
2893;42;-5.607.969;0;3.333.334;3.333.334;1.666.667;1.133.333;1.133.333;1.133.333;2;1;30;40;-4000;-1.677.969;;-5.199.577;-4160
2894;41;-5.241.129;0;1.999.999;1.999.999;6.666.665;0;0;NaN;3;0;0;60;-3800;-1501.13;;-5.207.887;-3980
2895;44;-5599.05;0;1.266.667;1.266.667;1.809.524;0;0;NaN;7;0;0;140;-4400;-1.339.051;;-5.115.958;-3940
2896;41;-4.884.316;0;1.866.666;1.866.666;6.222.221;0;0;NaN;3;0;0;60;-3800;-1.144.317;;-5.083.826;-3940
2897;37;-4.347.827;0;5;5;1.25;0;0;NaN;4;0;0;80;-3400;-1.027.827;;-5.020.310;-3880
2898;40;-4.808.223;0;2.033.333;2.033.333;6.777.777;2.683.333;2.683.333;1.341.667;3;2;60;60;-3700;-1.228.222;;-4.820.374;-3820
2899;41;-5543.96;0;2.466.668;2.466.668;2.466.668;0;0;NaN;1;0;0;20;-3900;-1663.96;;-4.680.122;-3840
2900;46;-5.639.692;0;2;2;0.6666667;0;0;NaN;3;0;0;60;-4600;-1.099.692;;-4.920.015;-3880
2901;46;-6.230.705;0;0.3333333;0.3333333;0.1111111;0;0;NaN;3;0;0;60;-4500;-1.790.703;;-5.256.612;-4020
2902;37;-4.420.831;0;15;15;5;0;0;NaN;3;0;0;60;-3500;-9.808.312;;-5.274.863;-4040
2903;46;-5.688.005;0;0.6666667;0.6666667;0.3333333;0;0;NaN;2;0;0;40;-4600;-1.128.005;;-5.494.808;-4220
2904;46;-5.868.317;0;2;2;0.6666667;0;0;NaN;3;0;0;60;-4600;-1.328.316;;-5.569.510;-4360
2905;45;-6.254.251;0;2.333.333;2.333.333;0.5833334;0;0;NaN;4;0;0;80;-4400;-1934.25;;-5.692.422;-4320
2906;48;-5.866.263;0;7.333.333;7.333.333;1.466.667;0;0;NaN;5;0;0;100;-4700;-1.266.262;;-5.619.533;-4360
2907;47;-5.814.802;0;4.666.667;4.666.667;1.555.555;0;0;NaN;3;0;0;60;-4600;-1.274.802;;-5.898.328;-4580
2908;47;-5.865.299;0;0;0;0;0;0;NaN;2;0;0;40;-4700;-1.205.299;;-5.933.786;-4600
2909;41;-4.827.392;0;2.266.666;2.266.666;7.555.554;1.633.332;1.633.332;1.633.332;3;1;30;60;-3900;-1.017.392;;-5.725.601;-4460
2910;48;-5.961.916;0;0;0;NaN;0;0;NaN;0;0;0;0;-4700;-1.261.916;;-5.667.134;-4520
2911;46;-5.541.847;0;1.333.333;1.333.333;0.4444444;0;0;NaN;3;0;0;60;-4600;-1.001.847;;-5.602.251;-4500
2912;41;-5.273.162;0;2.466.668;2.466.668;2.466.668;0;0;NaN;1;0;0;20;-3900;-1.393.162;;-5.493.923;-4360
2913;46;-5772.41;0;1;1;0.5;0;0;NaN;2;0;0;40;-4600;-1.212.409;;-5.401.079;-4340
2914;45;-5414.15;0;4.666.667;4.666.667;1.166.667;0;0;NaN;4;0;0;80;-4500;-9.941.502;;-5.592.308;-4460
2915;41;-5.331.531;0;2.533.334;2.533.334;1.266.667;0;0;NaN;2;0;0;40;-3900;-1471.53;;-5.382.180;-4300
2916;42;-5.113.879;0;2.500.001;2.500.001;12.5;0;0;NaN;2;0;0;40;-3900;-1.253.878;;-5.239.524;-4160
2917;44;-5.586.716;0;7.333.333;7.333.333;1.222.222;0;0;NaN;6;0;0;120;-4300;-1.406.716;;-5.344.042;-4240
2918;43;-5.552.094;0;4.266.666;4.266.666;8.533.332;1.716.666;1.716.666;1.716.666;5;1;30;100;-4000;-1.682.093;;-5.396.055;-4120
2919;45;-5.708.494;0;5;5;1.25;0;0;NaN;4;0;0;80;-4400;-1.388.493;;-5.458.543;-4100
2920;38;-4.621.954;0;4.300.001;4.300.001;6.142.858;0;0;NaN;7;0;0;140;-3600;-1.161.955;;-5.316.627;-4040
2921;45;-5.528.222;0;9.999.999;9.999.999;1.428.571;0;0;NaN;7;0;0;140;-4400;-1.268.221;;-5.399.496;-4140
2922;51;-6.581.473;0;0.6666667;0.6666667;0.6666667;0;0;NaN;1;0;0;20;-5000;-1.601.471;;-5.598.447;-4280
2923;42;-5.184.971;0;2.466.667;2.466.667;1.233.334;0;0;NaN;2;0;0;40;-3900;-1.324.971;;-5.525.023;-4260
2924;45;-5.404.174;0;8;8;1.6;0;0;NaN;5;0;0;100;-4500;-1.004.174;;-5.464.159;-4280
2925;36;-4.241.098;0;7.333.333;7.333.333;1.833.333;0;0;NaN;4;0;0;80;-3300;-1.021.097;;-5.387.988;-4220
2926;42;-5.903.767;0;5.199.999;5.199.999;1.733.333;0;0;NaN;3;0;0;60;-3900;-2.063.767;;-5.463.097;-4120
2927;40;-4839.24;0;2.999.999;2.999.999;7.499.997;0;0;NaN;4;0;0;80;-3800;-1119.24;;-5.183.503;-3880
2928;36;-4.927.009;0;9;9;4.5;0;0;NaN;2;0;0;40;-3400;-1567.01;;-5.119.012;-3780
2929;47;-5.979.807;0;0.6666667;0.6666667;0.6666667;0;0;NaN;1;0;0;20;-4700;-1.299.806;;-5.262.920;-3820
2930;47;-6.063.214;0;0.6666667;0.6666667;0.6666667;0;0;NaN;1;0;0;20;-4600;-1.483.214;;-5.718.449;-4080
2931;46;-5.552.741;0;1.666.667;1.666.667;0.5555556;0;0;NaN;3;0;0;60;-4500;-1112.74;;-5.630.693;-4200
2932;48;-6.307.992;0;0;0;NaN;0;0;NaN;0;0;0;0;-4800;-1.507.992;;-5.766.153;-4400
2933;50;-6109.5;0;0.6666667;0.6666667;0.6666667;0;0;NaN;1;0;0;20;-5000;-1129.5;;-5.975.939;-4720
2934;35;-4369.95;0;22;22;3.666.666;0;0;NaN;6;0;0;120;-3300;-1.189.949;;-5.974.649;-4440
2935;41;-4.963.858;0;5.866.668;5.866.668;977.778;0;0;NaN;6;0;0;120;-3800;-1.283.858;;-5.608.197;-4280
2936;46;-5.796.469;0;1.666.667;1.666.667;0.8333334;0;0;NaN;2;0;0;40;-4500;-1.336.468;;-5.689.440;-4280
2937;40;-4.888.735;0;3.333.334;3.333.334;8.333.336;0;0;NaN;4;0;0;80;-3800;-1.168.736;;-5.216.354;-4080
2938;47;-5731.65;0;1.333.333;1.333.333;1.333.333;0;0;NaN;1;0;0;20;-4600;-1.151.649;;-5.216.354;-4000
2939;41;-4.949.628;0;3.200.001;3.200.001;1.600.001;0;0;NaN;2;0;0;40;-3800;-1.189.628;;-5.149.673;-4100
2940;45;-6.248.836;0;5;5;1.25;0;0;NaN;4;0;0;80;-4400;-1.928.836;;-5.470.917;-4220
2941;37;-4.174.392;0;2.566.666;2.566.666;5.133.332;0;0;NaN;5;0;0;100;-3400;-874.392;;-5.065.398;-4000
2942;47;-5.992.071;0;1.333.333;1.333.333;0.4444444;0;0;NaN;3;0;0;60;-4600;-1452.07;;-5.341.232;-4160
2943;46;-5.532.249;0;3;3;1;0;0;NaN;3;0;0;60;-4600;-992.248;;-5.379.435;-4160
2944;46;-5.927.625;0;2;2;2;0;0;NaN;1;0;0;20;-4600;-1.347.626;;-5.575.035;-4320
2945;46;-6.125.776;0;2.666.667;2.666.667;0.8888888;0;0;NaN;3;0;0;60;-4600;-1.585.776;;-5.550.423;-4360
2946;36;-4.504.544;0;1.699.999;1.699.999;5.666.665;0;0;NaN;3;0;0;60;-3300;-1.264.544;;-5.616.453;-4340
2947;36;-4.502.543;0;2.066.667;2.066.667;4.133.334;0;0;NaN;5;0;0;100;-3400;-1.202.544;;-5.318.547;-4100
2948;46;-5.635.987;0;1.333.333;1.333.333;0.4444444;0;0;NaN;3;0;0;60;-4600;-1.095.988;;-5.339.295;-4100
2949;38;-4.560.275;0;6.266.666;6.266.666;895.238;0;0;NaN;7;0;0;140;-3600;-1.100.276;;-5.065.825;-3900
2950;41;-5.277.583;0;2.533.334;2.533.334;1.266.667;0;0;NaN;2;0;0;40;-3800;-1.517.583;;-4.896.186;-3740
2951;37;-5.432.795;0;5;5;2.5;0;0;NaN;2;0;0;40;-3400;-2.072.792;;-5.081.837;-3760
2952;40;-5.047.583;0;6.199.999;6.199.999;12.4;0;0;NaN;5;0;0;100;-3700;-1.447.584;;-5.190.845;-3820
2953;46;-5.560.086;0;4;4;1.333.333;0;0;NaN;3;0;0;60;-4600;-1.020.087;;-5.175.664;-3820
2954;47;-5.816.471;0;2;2;2;0;0;NaN;1;0;0;20;-4600;-1.236.471;;-5.426.904;-4020
2955;40;-5.016.016;0;4.333.333;4.333.333;2.166.667;0;0;NaN;2;0;0;40;-3800;-1.256.015;;-5.374.590;-4020
2956;41;-5.675.843;0;2.666.666;2.666.666;1.333.333;0;0;NaN;2;0;0;40;-3900;-1.815.844;;-5.423.200;-4120
2957;42;-5.458.848;0;2.333.334;2.333.334;2.333.334;0;0;NaN;1;0;0;20;-4000;-1.478.847;;-5.505.453;-4180
2958;47;-5.748.203;0;0;0;0;0;0;NaN;1;0;0;20;-4600;-1.168.203;;-5.543.076;-4180
2959;47;-6.080.971;0;0.6666667;0.6666667;0.6666667;0;0;NaN;1;0;0;20;-4700;-1.400.969;;-5.595.976;-4200
2960;33;-4.069.608;0;1.833.333;1.833.333;2.619.047;1.266.666;1.266.666;1.266.666;7;1;30;140;-3100;-1.139.607;;-5.406.695;-4060
2961;36;-4.244.461;0;4.666.666;4.666.666;7.777.777;0;0;NaN;6;0;0;120;-3400;-9.644.614;;-5.120.418;-3960
2962;46;-6389.46;0;2.333.333;2.333.333;1.166.667;0;0;NaN;2;0;0;40;-4600;-1.829.459;;-5.035.811;-4080
2963;46;-5.591.748;0;11;11;2.2;0;0;NaN;5;0;0;100;-4500;-1.191.747;;-4.996.697;-4060
2964;36;-4.373.665;0;5.333.333;5.333.333;1.777.778;0;0;NaN;3;0;0;60;-3400;-1.033.665;;-4.569.871;-3800
2965;51;-6.690.659;0;0;0;NaN;0;0;NaN;0;0;0;0;-5100;-1.590.657;;-5.225.133;-4200
2966;38;-4.488.196;0;4.333.333;4.333.333;0.8666667;0;0;NaN;5;0;0;100;-3600;-9.881.954;;-5.286.067;-4240
2967;51;-6.555.269;0;0;0;NaN;0;0;NaN;0;0;0;0;-5000;-1.555.267;;-5.539.907;-4320
2968;37;-4.435.425;0;1.333.333;1.333.333;6.666.665;0;0;NaN;2;0;0;40;-3400;-1.075.425;;-5.308.643;-4100
2969;36;-4684.11;0;2.933.332;2.933.332;9.777.774;0;0;NaN;3;0;0;60;-3400;-1.344.109;;-5.542.387;-4100
2970;37;-4.710.441;0;1;1;1;0;0;NaN;1;0;0;20;-3500;-1.230.441;;-5.047.333;-3780
2971;40;-5.327.441;0;6.699.998;6.699.998;13.4;0;0;NaN;5;0;0;100;-3800;-1.627.442;;-5.257.144;-3820
2972;48;-6.034.393;0;0;0;NaN;0;0;NaN;0;0;0;0;-4700;-1.334.391;;-5.126.925;-3760
2973;47;-5.833.156;0;1.666.667;1.666.667;1.666.667;0;0;NaN;1;0;0;20;-4700;-1.153.155;;-5.476.358;-4020
2974;43;-5.178.827;0;26;26;8.666.665;0;0;NaN;3;0;0;60;-4100;-1.138.827;;-5.416.852;-4160
2975;51;-6.501.718;0;2;2;2;0;0;NaN;1;0;0;20;-5000;-1.521.717;;-5.775.107;-4460
2976;36;-4.374.051;0;2;2;0.6666667;0;0;NaN;3;0;0;60;-3400;-1.034.051;;-5.584.429;-4380
2977;45;-5.578.587;0;7.333.333;7.333.333;1.466.667;0;0;NaN;5;0;0;100;-4500;-1.178.586;;-5.493.268;-4340
2978;47;-5.699.398;0;2.333.333;2.333.333;1.166.667;0;0;NaN;2;0;0;40;-4700;-1.039.397;;-5.466.516;-4340
2979;49;-5.821.417;0;3;3;1;0;0;NaN;3;0;0;60;-4900;-9.814.173;;-5.595.034;-4500
2980;35;-4.640.079;0;2.866.666;2.866.666;4.777.777;0;0;NaN;6;0;0;120;-3300;-1.460.079;;-5.222.706;-4160
2981;38;-5.183.159;0;1.666.667;1.666.667;1.666.667;0;0;NaN;1;0;0;20;-3500;-1.703.158;;-5.384.528;-4180
2982;47;-5.950.761;0;0;0;NaN;0;0;NaN;0;0;0;0;-4700;-1250.76;;-5.458.963;-4220
2983;39;-4.489.246;0;3.966.666;3.966.666;7.933.332;0;0;NaN;5;0;0;100;-3700;-8.892.453;;-5.216.932;-4020
2984;46;-5.596.436;0;3;3;1;0;0;NaN;3;0;0;60;-4500;-1.156.435;;-5.171.936;-3940
2985;36;-4.358.881;0;1.033.333;1.033.333;2.583.334;0;0;NaN;4;0;0;80;-3300;-1.138.882;;-5.115.697;-3940
2986;46;-5.856.343;0;3;3;1.5;0;0;NaN;2;0;0;40;-4600;-1.296.343;;-5.250.333;-4160
2987;47;-5.799.673;0;0.6666667;0.6666667;0.3333333;0;0;NaN;2;0;0;40;-4700;-1.139.673;;-5.220.116;-4160
2988;46;-6311.82;0;1.333.333;1.333.333;1.333.333;0;0;NaN;1;0;0;20;-4600;-1.731.821;;-5.402.833;-4340
2989;41;-5.219.959;0;2.533.334;2.533.334;1.266.667;0;0;NaN;2;0;0;40;-3800;-1.459.959;;-5.308.714;-4200
2990;46;-5.412.749;0;4.333.333;4.333.333;1.083.333;0;0;NaN;4;0;0;80;-4500;-9.927.479;;-5.572.181;-4440
2991;47;-5.730.014;0;0;0;0;0;0;NaN;1;0;0;20;-4600;-1.150.013;;-5.540.599;-4440
2992;35;-4.300.182;0;8.333.333;8.333.333;2.083.333;0;0;NaN;4;0;0;80;-3300;-1.080.182;;-5.165.726;-4160
2993;49;-6.577.909;0;4;4;1;0;0;NaN;4;0;0;80;-4900;-1.757.909;;-5.448.163;-4220
2994;47;-6.303.506;0;0;0;NaN;0;0;NaN;0;0;0;0;-4700;-1.603.506;;-5.664.872;-4400
2995;48;-6.002.654;0;0;0;NaN;0;0;NaN;0;0;0;0;-4700;-1.302.653;;-5.782.853;-4440
2996;45;-5.556.567;0;6.666.667;6.666.667;1.333.333;0;0;NaN;5;0;0;100;-4500;-1.156.567;;-5.748.164;-4420
2997;46;-5.477.833;0;5.666.667;5.666.667;1.888.889;0;0;NaN;3;0;0;60;-4500;-1.037.832;;-5.983.694;-4660
2998;38;-4.864.876;0;0;0;NaN;0;0;NaN;0;0;0;0;-3600;-1.264.877;;-5.641.087;-4400
2999;46;-5.701.331;0;1.333.333;1.333.333;0.4444444;0;0;NaN;3;0;0;60;-4600;-1.161.331;;-5.520.652;-4380
3000;40;-4703.93;0;4.033.333;4.033.333;1.008.333;0;0;NaN;4;0;0;80;-3700;-1083.93;;-5.400.152;-4180
3001;47;-5.698.341;0;0.3333333;0.3333333;0.3333333;0;0;NaN;1;0;0;20;-4600;-1.118.341;;-5.435.595;-4200
3002;47;-5.906.488;0;3.333.333;3.333.333;1.666.667;0;0;NaN;2;0;0;40;-4700;-1.246.488;;-5.542.759;-4240
3003;40;-4.788.596;0;3.066.666;3.066.666;7.666.666;0;0;NaN;4;0;0;80;-3700;-1.168.595;;-5.523.689;-4260
3004;47;-5.483.344;0;1.666.667;1.666.667;0.4166667;0;0;NaN;4;0;0;80;-4600;-9.633.441;;-5.469.192;-4260
3005;37;-5.097.248;0;0.3333333;0.3333333;0.3333333;0;0;NaN;1;0;0;20;-3500;-1.617.247;;-5.394.803;-4220
3006;46;-5877.74;0;0.3333333;0.3333333;0.3333333;0;0;NaN;1;0;0;20;-4600;-1.297.739;;-5.318.919;-4220
3007;46;-5.853.111;0;1.666.667;1.666.667;0.8333334;0;0;NaN;2;0;0;40;-4600;-1293.11;;-5.305.575;-4200
3008;46;-6.016.646;0;5;5;1.666.667;0;0;NaN;3;0;0;60;-4500;-1.576.645;;-5.612.587;-4360
3009;47;-5.704.187;0;1.333.333;1.333.333;1.333.333;0;0;NaN;1;0;0;20;-4600;-1.124.188;;-5.667.798;-4360
3010;46;-5.620.775;0;6;6;1.5;0;0;NaN;4;0;0;80;-4500;-1.200.775;;-5.798.680;-4560
3011;45;-5.182.308;0;5.333.333;5.333.333;1.066.667;0;0;NaN;5;0;0;100;-4400;-8.823.076;;-5.675.405;-4520
3012;47;-5.739.898;0;0.6666667;0.6666667;0.6666667;0;0;NaN;1;0;0;20;-4600;-1.159.897;;-5.652.763;-4520
3013;34;-4.336.466;0;8.666.667;8.666.667;1.238.095;0;0;NaN;7;0;0;140;-3100;-1.376.465;;-5.316.727;-4240
3014;41;-5.241.522;0;4.166.667;4.166.667;2.083.334;0;0;NaN;2;0;0;40;-3800;-1.481.522;;-5.224.194;-4080
3015;46;-5.997.689;0;2;2;1;0;0;NaN;2;0;0;40;-4600;-1.437.689;;-5.299.577;-4100
3016;45;-5.713.835;0;4;4;0.8000001;0;0;NaN;5;0;0;100;-4500;-1.313.834;;-5.405.882;-4120
3017;40;-5.196.275;0;2.466.667;2.466.667;6.166.667;0;0;NaN;4;0;0;80;-3700;-1.576.275;;-5.297.157;-3940
3018;47;-5.986.952;0;2.666.667;2.666.667;1.333.333;0;0;NaN;2;0;0;40;-4700;-1.326.952;;-5.627.255;-4260
3019;38;-4.790.063;0;0;0;NaN;0;0;NaN;0;0;0;0;-3500;-1.290.062;;-5.536.963;-4200
3020;37;-4.539.437;0;9;9;1.8;0;0;NaN;5;0;0;100;-3500;-1.139.436;;-5.245.312;-3980
3021;37;-4822.83;0;5.333.333;5.333.333;5.333.333;0;0;NaN;1;0;0;20;-3400;-1.442.829;;-5.128.182;-3760
3022;47;-5.908.438;0;0;0;0;0;0;NaN;1;0;0;20;-4700;-1.228.437;;-5.306.223;-3960
3023;46;-5.806.984;0;5.333.333;5.333.333;1.333.333;0;0;NaN;4;0;0;80;-4500;-1.386.983;;-5.261.231;-3920
3024;47;-5.662.575;0;2.333.333;2.333.333;1.166.667;0;0;NaN;2;0;0;40;-4600;-1.102.574;;-5.479.359;-4140
